¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(442.89, 14.85, 257.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087839
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.18285
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.14895
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.91285
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.08635
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.18673
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.23647
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.23396
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.1918
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.10022
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.96056
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.947
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.20883
(442.17, 14.94, 256.73) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.35352
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.65739
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.857204
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072916
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306381
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559894
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835975
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137793
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468995
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834057
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238315
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68837
é(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189518
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698938
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26513
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80717
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.25739
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.88962
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.74371
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.70835
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.6828
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.65944
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.63826
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.61923
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.64678
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.76016
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.92293
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.25683
(442.17, 14.94, 256.73) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.48662
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.652477
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851962
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067252
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30024
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553197
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828682
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129804
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460245
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824398
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227589
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67639
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1635
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669906
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23577
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77456
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38447
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.97679
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.81682
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.71236
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.64839
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.6252
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.61983
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.65593
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.70692
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.81875
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.97948
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.30757
(442.17, 14.94, 256.73) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.71999
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.647729
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.846822
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061724
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294227
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546673
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821565
æ(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12204
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451687
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814948
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217123
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664721
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138113
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641552
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2058
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74299
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34035
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.06803
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.89328
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.7817
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.71698
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.68991
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.68454
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.71822
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.76983
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.88008
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.03878
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.36111
(442.17, 14.94, 256.73) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.60047
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.6431
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.84184
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056289
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288395
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540299
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814652
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114449
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443383
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805769
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206923
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653346
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113293
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613855
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17468
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71245
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30623
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.16348
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.97317
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.85414
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.78865
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.75753
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.75215
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.78331
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.83559
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.94424
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.1009
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.41751
(442.17, 14.94, 256.73) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.50856
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.638558
Ş(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.836945
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051053
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282698
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53413
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80792
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107095
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435274
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796801
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197006
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642268
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089066
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586812
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14436
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68296
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27329
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.26332
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.05663
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.92978
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.86347
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.82813
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.82274
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.8513
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.90427
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.01129
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.16591
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.47684
(442.17, 14.94, 256.73) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.45874
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.634162
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832235
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045904
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277155
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528094
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801352
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099895
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427382
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788113
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187354
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631525
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07823
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.560421
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11472
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65443
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23539
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.3677
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.14376
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.00871
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.94155
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.9018
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.8964
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.92225
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.97596
Ş(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.08132
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.23389
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.53917
(442.17, 14.94, 256.73) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.46415
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62987
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827609
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040941
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271772
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522258
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794957
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092918
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419703
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779659
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177974
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621067
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068693
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534693
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08583
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62694
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18028
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.47682
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.23469
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.09105
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.02298
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.97863
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.97322
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 10.99627
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.05075
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.1544
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.30492
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.60458
(442.17, 14.94, 256.73) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.5095
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62571
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823114
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036111
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266517
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516568
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788763
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086139
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412247
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771445
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16886
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610921
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059698
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509585
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05773
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60044
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12691
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.59087
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.32956
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.17689
â(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.10788
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.05871
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.0533
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.07343
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.12871
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.23063
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.37908
(442.17, 14.94, 256.73) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.67313
(442.17, 14.94, 256.73) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.59687
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.621677
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818757
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031431
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261477
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511053
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782754
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079563
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405028
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763456
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160028
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601059
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051353
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494243
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03028
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57491
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0752
(442.17, 14.94, 256.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60696
