¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.31696
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625702
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877219
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14603
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438233
‡(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756902
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105748
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489183
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973874
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590216
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16054
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79507
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4599
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14829
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97632
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86296
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04617
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58916
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92141
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618415
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865613
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133417
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424489
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741925
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089309
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471102
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92135
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518856
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07139
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69422
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38158
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06007
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34732
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87684
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02979
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56808
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8933
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607781
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854095
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120963
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410906
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727072
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073066
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453209
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872751
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440919
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983889
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59532
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28885
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97357
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73155
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88983
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01281
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54618
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86412
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608479
…(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851337
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114175
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399481
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71242
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056986
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435526
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853181
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364382
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898024
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49833
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17854
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88884
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06064
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90196
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99517
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52351
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83387
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613779
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857019
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120349
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406175
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717479
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057738
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431148
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.842596
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296144
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813736
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4033
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07051
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80579
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05981
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91227
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97691
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50005
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80255
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596863
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862836
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12663
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412992
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724923
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06588
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440075
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85248
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287874
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797951
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36946
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01404
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82461
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05808
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91005
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95803
ş(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47573
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77021
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561761
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86873
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132997
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41993
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732487
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074188
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449181
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857927
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282433
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788925
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35929
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00254
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0828
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07061
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91931
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93853
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4507
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73681
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526513
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874724
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139498
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426997
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740201
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082609
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458473
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85924
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28392
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780087
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34938
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99134
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34625
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0887
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91844
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42489
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70243
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491166
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867821
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146135
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434196
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748046
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09123
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467914
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860849
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285685
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771454
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33969
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9804
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61476
‡(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10592
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92345
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89777
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39833
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66705
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455682
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82795
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15285
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441509
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756028
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099951
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476485
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862694
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287746
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763059
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33026
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96968
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88823
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10244
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90643
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87649
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37102
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63073
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420208
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788037
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159687
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44894
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764129
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108818
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478404
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864836
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290045
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760126
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32102
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99068
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16649
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09459
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88893
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85467
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34297
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59338
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384584
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748082
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156947
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456513
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772372
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117876
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480588
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867238
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292686
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763035
†(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31206
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16628
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44609
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08541
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87098
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83223
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31417
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55514
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348952
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708106
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111767
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464171
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780765
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127006
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482994
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869875
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295607
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766254
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30333
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34497
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43775
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07693
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85254
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80924
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2847
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51593
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31332
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66813
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066618
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471938
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789242
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132417
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485644
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872751
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298788
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769786
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29481
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5268
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44692
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11389
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83373
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78573
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25451
(341.57, 7.24, 379.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47585
