¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Æ(349.58, 6.99, 363.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.18332
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306586
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77358
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298148
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894341
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56781
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34586
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25017
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40743
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58815
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43509
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46706
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67564
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186033
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445128
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728245
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038815
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38095
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311198
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778749
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303955
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898057
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57539
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35463
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26106
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45503
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59332
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43084
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51183
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67988
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.188624
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447955
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73134
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042215
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.384706
Ø(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315714
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783762
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309609
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.904469
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58277
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36316
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27352
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50206
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59943
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40943
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4531
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68307
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191166
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450728
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734377
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045556
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388395
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320048
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788657
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315094
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.910692
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58991
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37139
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28558
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54854
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60644
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38934
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37746
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68518
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193662
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453452
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737359
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048834
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392015
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324263
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79337
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320437
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916762
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59682
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3794
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31573
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59445
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59886
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37049
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35336
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68626
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196108
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45612
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740284
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05205
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395567
Ù(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328352
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797914
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325587
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922615
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60354
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38719
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33188
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63968
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58302
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35284
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4324
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68628
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195969
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458739
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.743151
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055202
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39905
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332273
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802334
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330559
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928271
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61002
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39468
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34728
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65858
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56115
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33651
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50307
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68521
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190459
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456293
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745958
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05829
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40246
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336076
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806594
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335358
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933721
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61627
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40192
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36185
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67375
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51939
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29919
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56516
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68309
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184885
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450198
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740667
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059973
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405799
Õ(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339731
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810709
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339988
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938997
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62229
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40885
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37562
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62915
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47888
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2541
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61854
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67989
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179245
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444034
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733903
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05252
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404544
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343238
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814652
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344461
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944045
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62809
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41556
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3886
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5847
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4397
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2105
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52842
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67567
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.173543
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437803
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727067
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.049432
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406795
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346642
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818426
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348717
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948901
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63366
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42204
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40073
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5404
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40177
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17406
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29826
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67039
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16778
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434117
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727948
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.051342
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408911
Ø(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349877
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822071
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352794
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953549
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63899
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42819
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41202
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4962
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36507
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14802
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06357
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66405
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16738
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435597
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.729575
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053136
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410901
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352957
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825526
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356694
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958015
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64407
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43405
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42252
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45223
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32963
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12312
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94139
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65668
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168645
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436981
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731094
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054812
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412759
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355909
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828858
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360427
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962247
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64895
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4397
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42454
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4084
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29543
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09939
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79866
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64826
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16982
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438266
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732509
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.056372
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414489
Ù(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358737
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831979
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36399
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966277
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65356
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44504
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38715
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36476
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26697
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07673
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62125
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63878
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.170907
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439455
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733813
(349.57, 7.01, 363.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057813
