¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(353.03, 9.41, 316.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.66709
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34466
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59972
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86566
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63516
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9251
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24461
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794137
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202814
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429959
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149444
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.722352
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37397
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14252
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91289
ˆ(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14483
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38842
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6445
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81466
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01735
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22851
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44856
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67796
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88391
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05247
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22784
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41028
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60007
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79758
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00312
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21703
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43976
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68596
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45586
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782614
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07043
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287098
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544254
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691727
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33897
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10322
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60207
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82082
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05042
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29155
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54497
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52547
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72255
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92786
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14182
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36479
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59731
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78538
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95797
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13749
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32429
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51867
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72092
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93145
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15063
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84447
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743419
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940488
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149505
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371508
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536039
„(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30348
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06326
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30835
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51509
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7318
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95921
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19805
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44909
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24954
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44155
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64157
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84993
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06709
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2935
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52969
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70162
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87858
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0627
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25433
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4537
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66127
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36668
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624736
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81514
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016893
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231035
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828339
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26758
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84369
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03049
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22609
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43102
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64589
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87138
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10813
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35698
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02294
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18505
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36894
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57227
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78412
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00504
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2354
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45822
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63295
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81476
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00394
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41618
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92346
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510117
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694164
ş(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889064
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09573
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315148
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871314
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59009
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76727
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95264
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1467
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35003
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56323
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78692
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0218
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26869
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85938
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02028
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18769
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3619
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54321
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73195
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9563
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19115
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4001
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57991
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62553
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32798
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39938
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577399
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765775
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965369
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177123
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102375
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40567
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5479
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69613
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87761
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0703
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27219
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4839
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70599
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93923
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18437
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70347
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86334
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02966
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20274
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3829
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57045
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76573
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96913
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2246
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84348
‡(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82168
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292322
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464633
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646843
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839712
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044179
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440644
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992125
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39344
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53682
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6863
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84228
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00503
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19756
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40795
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62863
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86042
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10406
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55503
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71404
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87948
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05167
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23091
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41751
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61176
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21513
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07045
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5822
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188831
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355685
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532021
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718523
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916065
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125661
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364191
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24481
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38361
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52824
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6791
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83646
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00074
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17223
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35146
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55501
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78554
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02786
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41393
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57228
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73704
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90854
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08702
‡(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27288
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20852
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40595
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.911
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088719
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250391
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421129
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601619
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792609
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995107
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654748
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746825
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23615
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37622
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52224
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67455
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83345
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99936
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17262
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3537
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54301
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74106
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95584
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28002
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43791
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60218
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77319
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17227
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20465
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59287
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10568
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991866
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148626
(353.95, 9.55, 316.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314013
