¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
§(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.337177
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.84967
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.84697
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.84639
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.84793
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.85158
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.22473
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.20729
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.16602
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.564223
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773245
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407785
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669877
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955745
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268659
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612605
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992395
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413775
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883874
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411566
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00452
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66652
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.011
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.00202
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.9952
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.99052
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.988
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.98761
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.98937
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.99327
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.99932
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.37121
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.33307
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.42636
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.55785
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.562735
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771188
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40414
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665897
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951371
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263889
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607383
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986575
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407312
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876648
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403435
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998792
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66558
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.15736
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.14848
Û(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.14178
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.13726
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.13491
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.13473
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.13673
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.1409
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.14724
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.97271
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.95721
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.6408
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.76625
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 20.20362
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.562744
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769204
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400563
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661997
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947114
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259223
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602239
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980897
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400987
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8696
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395468
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98974
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66491
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.30987
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.30109
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.29452
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.29016
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.28801
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.28806
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.2903
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.29476
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.30141
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.06018
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.04456
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.03249
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.09824
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.48945
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.560976
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.767292
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99072
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658196
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942959
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254635
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597188
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975346
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394785
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862683
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387712
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980918
Ö(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6485
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41911
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.46016
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.45374
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.44956
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.44762
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.4479
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.45042
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.45517
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.46216
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.15206
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.13633
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.12416
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.11553
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.82799
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.559277
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765455
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988729
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654448
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938904
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2502
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592303
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969908
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388789
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855921
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380109
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972322
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6292
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3969
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.62604
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.61978
(424.09, 15.00, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.61579
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.62574
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.5976
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.57186
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.54848
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.53336
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.24845
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.2326
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.29994
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.21163
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.21377
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.557644
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.76369
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986816
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650827
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934913
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246576
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588799
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964608
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382875
×(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849337
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372684
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963699
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61263
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37505
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.69566
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.68843
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.68348
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.68082
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.68043
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.68232
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.68649
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.69294
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.34948
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.33351
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.40118
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.31233
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.556081
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.762001
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984984
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648633
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934091
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246636
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586859
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959419
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377123
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.842917
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365455
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.952261
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59959
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35353
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.8604
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.85331
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.84854
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.84608
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.84593
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.84809
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.85256
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.85934
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.45526
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.43915
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.50717
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.51263
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.554586
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.760386
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983234
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225279
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934241
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246786
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584986
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954394
Õ(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37152
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836637
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358424
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94105
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58686
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33239
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.0322
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.02526
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.02067
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.01843
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.01853
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.02097
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.02576
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.0329
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.5659
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.54966
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.61804
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.90027
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.00311
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.99162
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.553161
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758844
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981563
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223462
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934461
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247043
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583291
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95159
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366068
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830548
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351542
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930144
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57448
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31158
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15336
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.20464
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.20026
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.19825
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.19862
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.20137
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.2065
(424.09, 15.00, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.21402
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.68155
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.66515
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.73392
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.63206
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.61924
(424.09, 15.00, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.61024
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551804
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.757377
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979972
Ù(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221776
(424.09, 15.00, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934767
