¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(345.91, 6.68, 386.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44828
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67266
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89184
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12095
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36065
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781594
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083169
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416832
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309431
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757441
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258409
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724001
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15425
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56366
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79771
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98341
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17779
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38148
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60361
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92798
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11692
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36569
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64743
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94488
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25364
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45431
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66382
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88273
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11156
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3509
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773349
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075958
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.409344
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295673
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742089
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241184
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704339
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16196
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.572
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.788
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97332
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16733
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37057
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67851
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96191
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15197
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37308
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65517
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95302
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24772
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44818
ğ(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65751
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87619
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1048
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34392
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69128
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765001
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072334
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401727
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281755
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726554
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223741
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684805
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17018
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58093
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77976
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96473
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15842
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43867
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75589
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99791
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18925
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38922
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66494
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96324
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24413
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44447
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65365
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87225
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1007
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45133
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756553
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066425
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.393987
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754979
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710778
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206058
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665445
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1615
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59048
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77296
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9577
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21161
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51414
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83582
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03604
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22868
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43004
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67671
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9756
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24287
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44318
í(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65234
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87086
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21642
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63731
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751364
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059278
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386125
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746292
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694841
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188197
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646257
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1402
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5912
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76762
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99636
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28524
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59203
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89062
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0763
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27036
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47318
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69051
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99008
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24395
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4443
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65348
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99411
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40772
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82252
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747546
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.052021
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378143
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737473
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678728
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170083
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627189
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11913
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58748
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79212
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06826
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36116
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67236
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9317
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11878
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31426
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51865
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73246
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00665
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24736
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44782
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78345
è(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18187
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59748
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01539
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.743557
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044658
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370044
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728525
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.125328
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151819
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608335
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0982
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59805
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86234
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14236
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4395
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75526
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97491
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16348
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36048
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56651
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78205
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0254
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25312
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58372
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96789
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37732
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78717
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21624
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.739397
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037186
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361831
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719452
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.115257
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133359
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589666
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07747
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64479
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93466
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21875
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52023
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83826
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02028
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21039
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40907
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61684
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83419
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06178
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39412
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76498
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1598
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57109
Û(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98466
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42547
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73431
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029614
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.353504
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.710257
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105051
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.542438
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571159
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.057
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63728
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0092
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29744
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6035
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88433
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06788
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25963
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46004
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66959
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88888
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20902
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57237
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95351
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35957
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76538
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19029
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64356
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727304
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02194
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.345068
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.70094
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.09471
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.529031
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552816
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03667
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62974
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08597
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37853
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68933
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93252
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1177
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31121
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51338
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7249
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02128
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38497
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7577
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14968
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55755
(346.16, 6.70, 387.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96761
