¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã (392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46068
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 5.997777
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 5.974577
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.134652
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.304805
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.941633
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32912
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73343
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11948
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52549
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96469
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26588
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52614
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80026
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08922
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39423
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71063
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04326
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43688
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02892
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90128
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.33748
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.34525
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.35175
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.149169
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.110429
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.073351
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.037891
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.004005
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 5.971656
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.054383
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.219136
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.394391
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.581128
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.287745
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71137
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10326
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.508
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94579
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18569
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45981
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73204
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01781
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31934
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63475
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9636
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37354
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92363
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71391
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.1099
è(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.11164
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.11809
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536173
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.085011
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.048121
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.01284
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.051974
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.136161
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.223957
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.315549
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.487179
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.679782
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.885558
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.667577
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08819
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49178
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8986
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11933
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.377
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66222
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94925
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24752
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.562
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88725
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31322
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84905
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60165
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.8967
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.89844
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.07359
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534185
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.061015
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.052842
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.135376
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.22142
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.311162
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.404799
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.502541
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.604619
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.782096
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.994664
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.222441
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.086532
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47682
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83971
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05814
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29713
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57853
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87568
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17863
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49024
â(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81414
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25585
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78728
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49382
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.69183
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.69355
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532182
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795923
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.22157
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.309614
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.401453
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.497287
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.597342
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.701855
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.811078
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.925295
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.107988
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.343683
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.597076
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4631
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7832
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9994
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22609
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4979
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79108
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10091
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.421
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74416
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20142
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72873
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39028
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28394
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.49668
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530149
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793732
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080929
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.494839
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.59304
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.695581
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.80271
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.914693
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.031818
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.154397
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.282773
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.469818
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.732511
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.015975
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72903
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9431
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16753
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42022
Ş(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70957
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01535
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33889
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67732
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14986
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67321
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29098
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52164
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.30757
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.31382
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528099
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791497
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078495
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355769
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611743
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.907228
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.022177
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.142432
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.268318
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.40019
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.538432
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.683464
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.873673
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.16816
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.48725
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88914
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11144
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34543
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63117
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93304
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25234
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59053
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10109
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62077
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19569
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45074
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.12595
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.13216
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526082
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789285
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076098
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341266
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596143
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870939
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167998
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.386639
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.522274
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.664508
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.813777
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.970559
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.135381
Ó(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.327113
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.659392
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.021121
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05779
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28882
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55573
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85388
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1691
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50581
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02966
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57131
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12992
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3871
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.95158
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.95774
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524008
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787065
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073637
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327155
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580976
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85455
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150297
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603436
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.795634
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.949463
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.111098
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.281093
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.460048
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.648633
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.847582
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.217301
(393.15, 14.68, 307.61) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.630665
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23546
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4832
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77778
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08918
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42812
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94576
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5079
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07979
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32712
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.78422
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508603
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784802
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071225
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313392
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566169
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838629
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133085
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545642
(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168469
Ğ(393.15, 14.68, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324183
