¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶ (371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.227116
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489047
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926174
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389834
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837716
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338022
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900424
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60184
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58874
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44246
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17415
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02154
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58109
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89708
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46815
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4708
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.418473
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.561189
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.710576
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.871066
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.043882
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.230486
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.432531
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.65197
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.895451
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165471
„(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457963
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774811
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125769
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516641
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963207
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421445
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872876
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377353
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908252
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61927
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6096
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43773
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17466
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44192
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63198
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96069
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52253
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52191
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.427004
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.569759
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.719795
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.880961
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.054564
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.242011
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445008
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665511
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913278
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185002
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478656
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797631
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151118
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544891
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00112
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454131
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909193
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417997
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915775
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6378
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63074
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43491
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17148
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0387
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67692
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01746
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58366
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57838
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.435678
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.57856
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.72922
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.891095
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.065463
ÿ(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.253788
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.457807
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.68204
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931428
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.204968
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499873
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821036
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177061
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575982
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039848
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487822
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946693
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459949
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924556
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65737
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63273
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43395
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17039
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5152
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72289
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08466
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69166
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70647
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.4445
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.58757
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.738856
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.901471
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.076638
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.265851
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.470874
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699007
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94997
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22532
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521508
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844951
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203643
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611071
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07947
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522565
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985394
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472376
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934629
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67799
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.636
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43484
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17141
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56543
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7721
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15593
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82042
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86968
ƒ(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.453473
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.596765
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.748735
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.912067
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.08807
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.278208
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.485257
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.716298
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968884
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246099
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543688
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86942
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23082
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646895
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11998
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558379
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025317
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482711
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945996
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69974
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6406
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43764
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42839
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61857
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82467
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23133
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95093
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04068
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.462629
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.606151
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.758808
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.92289
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.099735
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.290836
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.501417
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.733919
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.98818
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267318
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566313
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894484
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259902
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683536
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161373
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595316
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.066428
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494164
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958639
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72257
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64649
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44232
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87451
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67465
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88959
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31096
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08743
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2197
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.471919
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.615759
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.769105
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.933971
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.111668
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.303715
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.517902
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.751909
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.007869
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288928
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58945
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920069
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29319
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720953
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203701
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63337
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084323
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506806
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972561
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7465
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65375
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44883
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41626
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73369
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96477
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39545
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23022
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30716
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.481374
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.625566
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.779607
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.94529
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.123874
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.31864
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.534716
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.770222
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027906
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310973
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613112
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946252
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327185
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759168
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241863
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672529
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0969
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520646
„(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987801
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76418
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6623
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45728
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6025
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79575
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04365
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52647
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37939
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27555
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.490998
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.63558
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.790349
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.956826
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.136305
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.334387
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.551814
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788867
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048357
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333494
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63726
(371.52, 9.01, 337.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973114
