¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.247955
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.746855
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.736793
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.727694
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.719547
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.712346
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.706083
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.700751
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.696346
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.692864
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.710634
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.760899
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.546817
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.697257
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.702213
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.857566
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.864962
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331792
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69193
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090954
ª(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469193
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853472
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276179
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769586
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39578
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.044473
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.029772
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.016132
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.880193
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.868918
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.85864
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.849348
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.841035
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.83369
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.827307
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.82188
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.817403
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.813872
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.811284
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.809635
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.808924
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.830233
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.885994
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.812837
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.820132
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337884
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69868
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098446
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483059
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868728
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292963
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.78812
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42136
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13936
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.25316
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.22275
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.136571
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.124752
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.113914
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.978356
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.969865
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.962371
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.955864
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.950338
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.945787
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.942207
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.939594
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.937946
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.937262
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.937539
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.938781
¦(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.940986
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.971831
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343669
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705138
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105603
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496982
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883982
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309817
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796214
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44679
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16848
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.56261
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.53148
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.50275
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.47639
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.45239
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.244801
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.235908
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.228064
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.221259
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.086916
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.082289
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.07866
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.076024
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.074379
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.073725
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.074059
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.075383
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.077699
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.081008
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349228
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711243
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112405
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511006
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899364
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326802
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80386
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.797073
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.78118
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.767242
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.78451
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.77634
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68548
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95835
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9067
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.53012
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.71961
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.70448
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.364537
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.359713
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.355941
ª(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.22125
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.219613
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.218993
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.219391
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.220806
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.223242
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.226699
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35451
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717101
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118919
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525077
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914827
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343809
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.751759
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.733897
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.717992
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.704027
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.752741
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.734164
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.717549
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.70288
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.690141
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.679319
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.670405
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.663389
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.658266
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.655028
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.653675
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.511985
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.510316
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.509723
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.375072
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.375885
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.378451
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.38207
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359533
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722638
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12507
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53921
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930328
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359303
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.719254
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.706172
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.695012
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.685764
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.83174
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.807579
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.785439
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.765298
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.747134
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.730933
Ÿ(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.716679
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.704351
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.693945
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.685447
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.678848
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.674145
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.671329
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.670399
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.671356
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.681634
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.684414
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.688305
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364242
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727865
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130901
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55339
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945929
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37434
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836596
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50024
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27857
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03034
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89316
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03371
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77438
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07193
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05678
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.595956
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.611974
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.48623
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368709
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732762
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136368
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567621
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961538
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389473
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.757952
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.739754
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.723516
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.709226
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90819
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05154
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80084
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10575
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10152
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.60998
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.608467
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.21652
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.07628
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.82904
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.5915
¦(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372875
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737394
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141519
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581908
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977261
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404716
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.703857
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.685664
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.66942
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.658825
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.707565
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.688855
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.672097
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.657278
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.644382
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.633393
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.624305
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.617108
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.611794
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.481588
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.553733
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.592283
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.594465
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.59852
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.49238
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.612264
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.621967
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.633571
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376763
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741691
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146282
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596259
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993035
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420067
(407.22, 7.16, 361.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.751134
