¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ú(353.80, 7.03, 355.89) (345.45, 1.07, 372.91) (0.81, 2.16, 0.81) Human 5.260485
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654706
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690648
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816121
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193488
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616659
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.094409
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.638193
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.262321
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.98576
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83407
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84243
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20697
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84702
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59682
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02287
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350214
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648028
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699796
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808226
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.184655
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.606992
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.083773
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.626109
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.248382
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.969505
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81488
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81944
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16187
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80701
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46196
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35945
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344008
 (352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641226
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710392
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799819
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176129
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597406
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072907
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.613691
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.234057
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.952808
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79518
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79584
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11608
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76586
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38674
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8488
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337616
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63419
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722589
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79001
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.166378
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.587558
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.061746
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600938
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.219354
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.935674
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77496
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77163
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06967
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72343
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34571
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80759
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33108
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627003
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736123
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.155181
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.575879
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.050299
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.58786
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.204277
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.918108
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75424
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74684
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02265
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6798
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33435
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81218
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324419
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619604
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751011
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780468
£(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143766
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.56303
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.036242
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.574406
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.188837
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.900123
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73304
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72147
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.975
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63492
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32204
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81633
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317546
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612081
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767263
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791088
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132138
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.549942
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.021412
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.557461
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.172204
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.881726
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71135
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69553
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9268
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58886
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3088
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82001
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310516
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604341
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784897
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80272
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.120299
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.536624
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.00632
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.540224
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.152334
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.861036
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68919
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66905
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87803
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54166
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29459
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82319
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51063
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303359
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596474
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.803932
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.815374
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.108256
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523079
«(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.990976
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.522703
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.132144
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.837525
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66325
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64203
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82875
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49331
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27944
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82592
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38705
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29601
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588412
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.824385
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829056
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096012
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509309
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975379
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.504901
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.111638
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.813656
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63512
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60915
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77895
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44393
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26336
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78846
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26617
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286381
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577831
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.846278
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84378
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083574
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.495324
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.959546
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.486828
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.090827
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.789439
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6066
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5771
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73589
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39345
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21749
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73071
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20024
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276226
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566657
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.86963
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.859558
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070946
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.481127
·(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.943476
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.468494
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.069721
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.764886
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5777
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54653
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69792
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34198
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14399
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71989
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17348
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265898
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555308
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874178
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.876396
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05813
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466724
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.927176
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.449903
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.048325
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.740008
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55112
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51546
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65931
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28109
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07128
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71022
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12631
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255451
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543835
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861483
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.895004
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045132
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452121
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.910655
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.431064
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.026651
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.715134
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52471
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48393
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62013
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21675
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00984
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70173
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08104
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244907
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532231
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848661
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.922811
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031959
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437323
°(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.893916
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.411983
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.004706
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.692358
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49791
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45193
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58039
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15199
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94762
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69437
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03766
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234231
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52049
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83567
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.952182
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.018614
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.422335
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.876968
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.392669
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.983381
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.669253
