¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(329.89, 7.28, 367.03) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 5.801635
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.182089
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.546641
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.951818
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.404699
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.897955
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.45104
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07954
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81011
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68726
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72203
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70054
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06613
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.3016
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.35046
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.015983
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265033
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536922
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.834875
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.162748
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.525204
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.927927
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.377917
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.868518
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.417729
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04154
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76486
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63425
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65909
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67141
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04271
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.22868
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.22372
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.79671
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.002623
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.250472
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520997
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.817387
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143462
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503831
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.904117
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.351233
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.839259
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.384633
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00381
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71988
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58159
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59661
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64222
æ(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0259
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15547
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.09691
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.59087
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989289
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235944
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.50511
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799946
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124234
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.48253
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.880394
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.324657
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.810185
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.351761
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.966351
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67516
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52927
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5346
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61299
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00875
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.082
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.9701
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.38574
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975984
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221451
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489265
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782556
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105064
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.4613
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856759
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.29819
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.781299
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.319114
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.929168
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63072
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47731
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47305
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58373
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99127
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00906
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.84333
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.18139
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.962714
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206997
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473467
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765221
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085962
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440151
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83322
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.271839
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.752604
¥(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.286697
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.892263
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58656
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42572
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41199
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55444
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97348
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.93638
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.71667
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.97791
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949476
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192584
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457716
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747942
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066927
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419081
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821195
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.275118
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.765765
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.307134
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.921835
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62656
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44898
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.412
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52512
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.95537
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86373
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.59015
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.77537
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34546
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604074
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886053
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194679
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533778
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908061
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323133
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779627
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277784
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837895
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47216
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2295
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11141
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14642
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37793
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97689
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.04997
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46385
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.57211
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331377
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58875
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869317
õ(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17633
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513579
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885727
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298318
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752294
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247146
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80337
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43291
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18321
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05742
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08268
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30155
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87832
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.91703
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.33778
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.36914
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317364
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573518
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852651
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158086
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493497
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86348
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273615
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725144
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216766
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769084
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39397
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13722
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00384
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01947
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2259
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78065
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88366
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21201
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.16763
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303383
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558288
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836071
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139883
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473466
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841355
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249009
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698225
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186603
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735099
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35539
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09157
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9507
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95681
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15097
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6838
ò(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77475
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.50106
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.96762
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289465
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543142
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819546
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121765
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453532
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819324
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22452
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671491
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156703
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701407
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31715
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04628
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89797
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89473
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07676
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58786
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66651
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.12821
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.76917
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275596
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52807
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803067
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103698
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433695
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797369
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200197
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644963
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12702
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66799
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27928
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0013
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84569
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83316
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00326
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49282
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55894
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45053
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.5723
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261804
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513042
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786685
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085764
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413966
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775608
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175969
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61865
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09757
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63486
ö(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2417
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95668
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79383
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7722
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93052
