¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71204
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.652502
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.98141
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347597
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.755919
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.21399
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.731374
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.320258
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.99641
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33238
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49846
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67852
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86669
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06344
Ø(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26918
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48458
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71018
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95944
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22643
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49201
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77118
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06495
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3744
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68846
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01535
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.634103
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.962454
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.326502
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732312
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.187403
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.701215
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.285651
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.953922
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34329
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51632
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69702
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88582
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08324
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28975
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50593
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73444
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99727
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26533
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53256
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81347
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10914
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41542
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72727
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05596
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61681
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943313
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305212
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.708494
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160588
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.670599
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.248322
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.920324
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36219
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53585
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71723
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90676
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10491
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31226
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52926
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77285
Ó(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03736
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30663
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5756
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85837
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15605
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45537
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76901
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0996
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.599354
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923998
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.283732
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.684474
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133299
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637733
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.210793
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.886282
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3827
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55707
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73918
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92946
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12846
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33667
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56018
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81343
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07973
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35036
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62116
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90596
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19845
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49814
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81369
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14629
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581739
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.904517
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.262074
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.65999
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.104116
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.604689
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.173082
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.851807
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64219
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57993
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76284
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95401
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15389
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36303
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60123
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85626
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12441
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39655
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66932
Ğ(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95546
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24214
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54373
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86132
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19615
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.563979
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.884874
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.239986
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.633884
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.074773
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.571483
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.142242
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.816923
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60135
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60453
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78831
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98038
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18122
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39997
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64444
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90131
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17149
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44521
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72009
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00006
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28862
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59224
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.912
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24913
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546071
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864851
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216478
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.607634
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.045282
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.538123
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.111752
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.781646
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56008
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63085
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81556
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0086
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21047
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44351
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68984
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94871
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22098
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4965
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77087
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04729
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33788
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64367
Ì(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97528
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36171
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.527841
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.843559
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192842
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.581252
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.015656
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.504626
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.080921
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.745991
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51839
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65889
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84457
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03869
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25278
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48922
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73747
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99839
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27286
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5503
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81882
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09724
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41306
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77503
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15862
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12824
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508457
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822151
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169085
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.554745
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.985903
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.475155
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.04976
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.70998
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47631
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6887
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87545
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07158
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29871
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53706
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78738
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05044
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32724
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60239
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90366
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23483
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58507
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95599
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31071
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28422
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48897
É(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800638
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.145218
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.528127
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.956037
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.447657
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.018293
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673626
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43386
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72028
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90813
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11774
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34674
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58708
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83952
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10491
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37399
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74459
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06559
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40485
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76379
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11795
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46783
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44601
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.469387
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779025
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.121249
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.501404
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.926066
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.419888
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.986528
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.636953
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38946
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75367
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94566
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16592
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3969
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63936
(342.19, 7.22, 370.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88437
