¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 21.9499
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.145769
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504298
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438208
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929584
É(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481778
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09133
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76442
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56643
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52352
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58807
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93048
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.33343
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.38308
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.49836
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.72026
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.97917
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.96807
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.96087
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.95757
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.95816
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.96265
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.97103
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.98331
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773422
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00234
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.251431
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523415
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.819178
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141086
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.499114
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428695
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918933
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471634
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08003
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75158
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54811
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49782
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56758
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89957
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.47303
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.51858
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.63113
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.85091
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.57364
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.82941
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.82187
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.8182
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.81839
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.82244
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.83037
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.84217
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771675
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000442
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.249361
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52115
Â(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81408
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136436
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.493966
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.889919
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908237
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459567
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06887
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73883
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52989
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47232
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54733
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86875
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.61826
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.65943
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.76904
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.98648
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.59145
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.79683
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.78906
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.78514
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.78508
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.78888
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.79654
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.80807
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769937
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998554
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.247304
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518902
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80904
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.131821
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488858
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.883055
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89761
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447504
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05783
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72623
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51169
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44699
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52257
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.838
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.76935
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.80584
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.91229
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.12717
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.63162
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.85352
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.84553
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.84141
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.84116
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.84478
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.85227
©(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 19.86364
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.768209
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996679
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.24526
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.515891
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.804392
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127241
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.483788
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.876245
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.315024
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435471
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04277
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71377
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49351
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42188
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49287
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80734
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.92652
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 15.95801
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.06106
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.27315
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.77304
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.01824
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.01001
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.00568
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.00525
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.00873
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.0161
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.0274
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.766493
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994814
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243228
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511393
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800268
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.122697
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.478759
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.869495
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.307475
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423476
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02662
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70148
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47539
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39692
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46339
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77681
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.09001
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.11618
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.21556
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.4246
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.91946
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.51376
‘(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.50439
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.49902
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.49764
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.50027
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.5069
(436.38, 13.90, 287.27) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.51752
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.764787
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99296
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241208
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506948
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.796175
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.11819
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.47377
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.862801
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.299989
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.790408
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01054
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68871
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45728
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37215
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43414
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74631
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.26009
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.28057
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.37602
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.58174
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 17.07106
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763092
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991119
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239202
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.502556
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.792118
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113721
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.468824
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856165
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.292571
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.782174
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994604
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67049
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43926
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34762
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40511
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71598
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34641
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.45143
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.54267
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.74477
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 17.22803
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761407
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98929
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236113
ç(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498219
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788095
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109291
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461713
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.849591
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.28522
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.774001
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.331306
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6524
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42226
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32327
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37636
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68576
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30909
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.62905
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.71575
(436.38, 13.90, 287.27) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.91393
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759734
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987473
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232188
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.493936
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784107
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104897
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.454599
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.843077
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.277938
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.765892
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.322105
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63445
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40526
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29914
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34788
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65566
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27189
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12046
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43758
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79628
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758072
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.985669
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228312
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489709
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780155
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100546
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447587
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.836625
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.270726
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.757849
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.312982
(436.38, 13.90, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61665
