¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
!(409.54, 12.29, 331.04) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.609966
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50605
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06371
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47066
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83002
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2088
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60854
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03096
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8013
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76358
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665849
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163747
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712206
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.07376
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.07287
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.07395
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.07699
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.082
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.08898
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92373
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44136
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99942
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44372
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80181
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19344
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6107
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05233
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77148
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73058
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613283
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104655
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653678
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.04099
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.03996
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.0409
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.04379
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.04864
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.05546
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86521
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37855
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95043
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45098
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82615
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22225
Ù(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64101
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0842
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75416
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70013
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562634
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045678
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590867
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.0102
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.00905
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.00985
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.0126
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.01731
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.02398
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82595
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37359
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9665
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47642
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85597
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2536
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67395
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1189
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78945
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67223
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51491
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986813
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524427
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.981377
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.980107
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.980784
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.983407
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.98798
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.994505
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.08231
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38976
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98395
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50348
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88615
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28749
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70959
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15643
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82738
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64682
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95734
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467306
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928083
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458133
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.954482
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.953105
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.953666
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.956169
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.960616
Õ(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.967011
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.97536
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40716
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0028
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53284
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91697
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32284
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74788
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19678
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86786
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67913
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6914
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419799
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86952
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392129
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.929497
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.928018
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.928473
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.930867
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.935197
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.94147
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.949694
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42586
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02305
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56448
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95024
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35778
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78895
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24002
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91101
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72609
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36956
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372461
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811117
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326359
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.906396
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.904823
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.905182
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.958847
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.02458
(411.01, 12.37, 331.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.09317
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76056
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42617
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0447
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59846
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98587
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39529
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82844
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28617
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95674
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74156
»(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05651
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325281
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752934
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260864
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833438
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48431
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19144
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98596
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86335
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77876
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71992
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38164
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06775
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63483
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.024
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43539
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87068
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32701
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95866
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73318
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80192
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277172
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695487
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195669
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759642
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40549
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11764
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90102
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78334
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68669
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68031
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33828
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06123
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67352
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06465
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47494
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89713
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34388
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95348
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72758
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57183
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224659
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643558
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130808
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689754
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32702
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03985
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81651
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70381
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59529
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62431
¸(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.296
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01478
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71313
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09235
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49266
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91575
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3635
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95078
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72467
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56864
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172434
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589443
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067732
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621305
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24899
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95594
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73246
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61015
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50454
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51904
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25492
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97377
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75212
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11162
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5129
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93705
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38589
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95062
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72446
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5684
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120504
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531819
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007435
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553172
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17137
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87253
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64691
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51325
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41446
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41465
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21494
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99201
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79995
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15685
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53566
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96096
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41109
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95292
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72697
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57117
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068872
ß(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481061
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947411
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485366
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0942
(411.01, 12.37, 331.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7888
