¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95862
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.565881
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.025858
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.519631
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04259
ï(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63922
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67164
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6373
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6094
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13602
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95726
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.469992
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.647067
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835623
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019748
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207185
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402228
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610024
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83313
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07324
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332358
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612687
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916955
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.027077
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.184803
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.578675
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.044277
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.5351
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07164
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65704
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69852
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70651
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67685
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12295
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56774
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.470126
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.64727
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832817
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023285
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21098
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412018
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627868
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856559
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098426
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359537
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642079
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.894099
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.927618
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.2092
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.592213
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.059355
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.551531
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.102
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67612
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72676
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77767
û(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74636
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06466
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10077
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.470438
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.646024
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830226
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027175
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215111
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416465
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632644
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865266
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116217
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387434
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672283
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.714802
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.869822
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.234421
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.614627
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.07527
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.568933
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1337
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69647
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6237
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85084
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82729
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00929
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71778
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.470978
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.643791
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827841
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025535
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219636
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421301
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637793
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870804
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122212
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394191
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.557065
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616776
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.890104
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.260474
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.652142
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.092025
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.589887
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15629
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72202
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50873
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92605
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92926
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98421
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35074
î(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.470243
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.641828
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.825744
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02323
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224541
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4265
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643404
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876827
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128708
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358181
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.382688
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.591975
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.911173
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.287369
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.690941
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.109626
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.617023
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17805
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76036
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43645
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63221
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03407
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10487
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14621
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.468586
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.640073
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823821
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021188
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229764
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432141
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649419
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883302
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135678
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.13973
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291218
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603649
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.933037
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.315116
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.730026
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.128082
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.64529
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20093
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80026
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46391
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85384
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1417
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22974
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38079
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.467124
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63849
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.822156
Ñ(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019416
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231735
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43814
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655883
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867981
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.877352
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015767
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.302466
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.615919
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.955704
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.343724
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.761639
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.147394
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.674697
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22495
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84174
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49286
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89529
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22523
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35897
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62397
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.465837
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.637153
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.820706
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017851
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230062
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444533
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439075
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.576807
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761618
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.022549
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314263
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628788
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.979182
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364973
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.794225
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.175634
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.70357
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2501
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88484
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52644
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76169
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29685
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49265
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87614
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.130528
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.306968
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.497516
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.699487
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.899243
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.068953
°(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293746
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52595
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764071
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02983
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.322694
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642258
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.00348
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.380332
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.827799
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.223591
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.727203
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28479
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92957
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57668
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62569
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99512
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67052
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13762
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.128242
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.293138
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.467031
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.652451
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.853132
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.064573
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293137
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528651
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766984
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037613
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.327649
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.656335
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.028608
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.396194
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.862375
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.273094
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.751832
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32158
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96657
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62881
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49314
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99992
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52451
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.126127
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.290873
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.465322
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.650618
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852868
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.064288
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292827
(399.50, 14.76, 310.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531778
