¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(342.58, 7.27, 372.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.530413
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668074
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4065
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12647
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90537
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79638
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.1046
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.10983
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.08079
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.05441
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.03067
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.00956
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.99104
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.97509
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96171
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.95088
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.9426
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.93684
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.9336
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.93289
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.9347
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.93903
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.858615
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051359
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258469
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608063
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490125
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501492
’(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038717
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679111
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41935
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1268
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90573
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79383
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.03897
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.04418
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.01528
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.98903
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96541
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.9444
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.92597
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.9101
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.89679
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.88601
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.87776
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.87203
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.8688
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.8681
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.86989
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.8742
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.836572
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027739
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233089
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587824
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464011
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500845
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047846
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689631
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43156
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12696
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90592
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79124
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78526
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94995
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3331
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0021
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05536
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64233
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814867
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.004452
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208067
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565747
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435597
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494992
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056547
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699581
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44317
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12706
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90598
‡(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78864
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78221
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94636
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32878
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99685
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04887
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63402
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793498
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981567
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183508
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541917
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404898
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486091
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06475
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709059
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44558
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12695
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90591
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78597
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77912
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94271
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32439
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99152
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04224
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62554
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77248
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959019
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159308
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516397
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372076
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473697
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065458
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717977
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44541
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12677
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90569
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78324
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77597
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93894
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31993
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98607
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0355
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61694
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.751758
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936875
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135535
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489184
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337111
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460833
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050655
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726377
†(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44511
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12641
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90529
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78047
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77274
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93514
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31541
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98056
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02857
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60814
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.731394
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.915082
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112133
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460345
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300093
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447466
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035331
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713189
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44472
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12597
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90477
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77768
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76945
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93128
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31075
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97494
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0216
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59923
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.711364
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.89364
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089168
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429934
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261142
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433668
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019473
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694783
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4442
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12535
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90407
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77481
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76612
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92737
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30609
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96921
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0145
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59016
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.691694
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.872581
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066549
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398022
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220252
ƒ(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41939
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0031
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675796
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44357
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12465
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90326
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7719
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76274
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92338
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30129
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96338
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00727
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58097
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.672316
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851846
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044334
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364613
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189654
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404659
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986191
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656209
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44281
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12379
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90228
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76894
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75927
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91933
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29643
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9575
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99995
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57159
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.653282
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831484
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022506
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329832
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194781
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389489
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968806
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661797
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44193
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12279
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90115
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76595
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75577
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91521
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29153
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95151
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99252
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5621
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.634569
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81148
ƒ(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001092
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293678
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373905
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950915
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673973
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44095
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12169
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89988
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76289
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75225
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91105
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28655
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94547
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98497
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55248
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.616183
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.791822
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980007
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256275
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193274
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35787
