¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(354.88, 7.08, 355.16) (329.51, 1.39, 364.73) (0.81, 2.16, 0.81) Human 13.87237
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87131
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089241
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.325258
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581676
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861153
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166833
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502584
®(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872947
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283486
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74094
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253854
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752391
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28321
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79393
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41635
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11742
(354.46, 7.05, 355.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.28639
(354.46, 7.05, 355.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.25909
(354.46, 7.05, 355.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.23428
(354.46, 7.05, 355.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.23596
(354.46, 7.05, 355.39) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 15.1319
(354.46, 7.05, 355.39) (347.66, 0.43, 382.71) (0.86, 0.87, 0.86) Tools 15.9401
(354.46, 7.05, 355.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.82975
(354.46, 7.05, 355.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.79088
(354.46, 7.05, 355.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.75639
(354.46, 7.05, 355.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.72622
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.475253
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.662129
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.863365
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080663
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315983
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571556
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850124
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154763
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489344
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858284
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267194
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722811
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18189
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670573
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21631
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69532
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27942
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96302
(354.46, 7.05, 355.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.21639
(354.46, 7.05, 355.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.18931
(354.46, 7.05, 355.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.16471
(354.46, 7.05, 355.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.16756
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.338387
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.307477
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.284101
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.281452
(354.46, 7.05, 355.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.21755
(354.46, 7.05, 355.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.18902
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.468546
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.654911
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855601
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072277
Ó(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306883
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561687
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83934
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142989
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.490081
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.409061
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.377603
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.348485
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.321069
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.295279
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.271119
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.248502
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.22742
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.207809
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.189658
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.172934
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.157615
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.143665
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.131063
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.119813
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.109868
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.108165
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.135633
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.209616
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.462013
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.647894
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.848017
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064103
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298042
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552056
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828851
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.431625
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.337213
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.296607
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.269497
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.243887
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.219769
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.197084
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.175816
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.15593
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.137437
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.120271
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.10444
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.089906
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.076684
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.064729
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.054038
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.04459
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.0364
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.034966
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.055493
Ğ(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.104456
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.455622
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.641004
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.840643
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056118
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289356
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542649
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.506465
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.339232
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.272249
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.238719
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.213113
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.188958
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.166243
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.144894
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.12491
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.106285
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.088981
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.072982
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.058274
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.044847
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.032667
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.02173
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.01204
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.003574
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 5.99632
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 5.99507
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.013087
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.054807
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.449379
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.634315
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.833404
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048311
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28093
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533487
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.417485
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.298923
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.239986
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.209042
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.184391
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.161157
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.139303
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.118826
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.099696
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.081874
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.06538
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.05016
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.036212
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.023526
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.012086
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.001868
Ô(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 5.992877
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 5.985099
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 5.978518
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 5.977426
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 5.994508
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.033701
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.443271
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.627763
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826358
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040668
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272676
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524521
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.398942
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.287894
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.230884
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.200754
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.176796
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.154239
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.13307
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.113252
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.094765
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.077597
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.061722
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.047124
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.033788
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.021705
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.010859
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.001243
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 5.992839
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 5.985649
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 5.97965
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 5.978741
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 5.99589
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.035252
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.437349
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62137
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.819475
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033284
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264656
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515809
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.423825
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.302518
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.242941
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.212218
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.188865
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.166917
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.146328
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.127102
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.109182
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.092601
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.077302
Ğ(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.06328
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.05052
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.039018
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.028745
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.019708
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.011881
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.005276
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 5.99987
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 5.999221
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.017473
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.059839
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.431556
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.615142
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812786
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026063
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256806
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507291
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.540604
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.347768
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.278845
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.245383
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.222655
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.201315
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.181357
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.162761
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.14549
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.129533
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.114891
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.101525
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.08944
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.078609
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.069026
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.060678
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.053568
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.047681
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.043004
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.042867
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.06396
(354.46, 7.05, 355.39) (345.48, 1.08, 373.32) (0.81, 2.16, 0.81) Human 6.114723
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.425905
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609095
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.806279
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019003
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249227
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499035
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769822
