¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ(396.67, 14.12, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.897961
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.897178
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.071126
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.258276
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.460365
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680079
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921667
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185978
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467977
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786609
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.142864
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.534112
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.9572
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.426748
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.951483
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.548974
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22817
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01299
Õ(396.74, 14.14, 247.06) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 12.51112
(396.74, 14.14, 247.06) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 12.40581
(396.74, 14.14, 247.06) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 12.41773
(396.74, 14.14, 247.06) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 12.54145
(396.74, 14.14, 247.06) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.56945
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.854
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.728015
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.888961
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.062274
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.248544
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.449827
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668776
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.909336
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.171946
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452177
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769797
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124188
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51163
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.93154
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.397908
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.918032
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.510839
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18282
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96034
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71778
(396.74, 14.14, 247.06) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 12.56847
(396.74, 14.14, 247.06) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 12.693
(396.74, 14.14, 247.06) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.64059
(396.74, 14.14, 247.06) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.76368
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78443
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.72051
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.880898
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.053588
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.239
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.439494
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.657687
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897238
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.157836
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436706
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753311
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105875
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489619
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.90645
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.369716
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.885351
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.473601
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13856
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.909
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82002
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70474
(396.74, 14.14, 247.06) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 15.04061
Ë(396.74, 14.14, 247.06) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.85722
(396.74, 14.14, 247.06) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.96604
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69322
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20453
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.713149
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.872989
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.045045
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.229644
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.429364
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.646812
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885379
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144021
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421559
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737147
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.087927
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.468076
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.881924
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.342169
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.853436
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.437254
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09539
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85895
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75924
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62271
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95634
(396.74, 14.14, 247.06) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 15.08333
(396.74, 14.14, 247.06) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 15.17691
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49416
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7601
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.705928
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.865233
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.036549
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.220474
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.419438
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.636149
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.873752
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130499
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406738
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721302
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070337
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.446997
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857957
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.31526
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.822274
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.401783
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05328
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81017
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5455
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8464
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39776
Á(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29093
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36956
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50755
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.698852
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.857631
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.028225
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.211491
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.409717
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.6257
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.862362
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117269
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392238
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705778
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053109
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426382
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.834546
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.288973
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.791862
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.367183
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01223
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76207
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64227
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64527
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73964
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27186
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11006
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2495
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25716
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.691917
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.850183
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.020074
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.202696
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.400198
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.615466
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.851202
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.104332
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378467
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690575
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035574
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406223
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.811684
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.262451
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762191
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.333438
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.972217
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71165
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58602
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56911
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63596
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1497
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93495
¿(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13385
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99788
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.685125
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.842889
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.012094
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.194087
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.390884
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605443
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.840281
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.091686
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364979
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675688
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017844
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386523
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789371
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.236584
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.733254
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.300545
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.933229
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66259
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53124
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49506
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53527
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01842
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77536
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02254
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74829
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.678475
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.83575
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.004287
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.185664
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.381773
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.595634
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829593
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079329
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351777
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66112
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000517
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.367275
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.767601
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.211368
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.705044
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.268352
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.895254
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61489
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4779
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42307
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54299
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88604
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63034
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91548
º(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56227
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98959
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.671969
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.828765
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.996653
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.17743
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.372866
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.586038
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.819136
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.067262
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33886
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646868
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.983594
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348481
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746372
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.186796
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.677554
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.235511
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.858279
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56852
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42597
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35309
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45697
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75759
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48999
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73095
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41941
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92882
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.665607
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.821934
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.98919
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.169381
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.364161
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.576654
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.808915
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.055483
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326226
(396.74, 14.14, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632932
