¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê(333.01, 7.41, 370.53) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 7.514063
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.41632
(332.51, 7.28, 370.02) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 14.7716
(332.51, 7.28, 370.02) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 17.91881
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.48458
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.33126
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.44328
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.99491
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912093
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244606
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.612289
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.020933
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.477687
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.991575
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.575447
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25603
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.30526
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.25416
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.23235
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.24676
‹(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.33424
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.45782
(332.51, 7.28, 370.02) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 14.93646
(332.51, 7.28, 370.02) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.07424
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.47641
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.12981
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.16379
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.76673
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905741
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237595
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60451
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.012258
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.467955
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.980813
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.566055
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24522
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.38391
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.31935
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.29747
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.30393
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.39255
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.50083
(332.51, 7.28, 370.02) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.10645
(332.51, 7.28, 370.02) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.26829
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.60062
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.01415
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.01743
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.615
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.899173
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.230345
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.596468
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.003291
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.458056
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.969681
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.556182
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23385
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.46625
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.38739
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.36543
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.36346
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.45327
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.54673
(332.51, 7.28, 370.02) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.28178
(332.51, 7.28, 370.02) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.48685
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.557
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.99861
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.00379
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.55142
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89239
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.222857
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.588164
ÿ(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.994045
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.447873
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.958183
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.545833
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22194
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.55242
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.45835
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.43631
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.42541
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.51648
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.61123
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.96304
(332.51, 7.28, 370.02) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.71387
(332.51, 7.28, 370.02) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 22.19104
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.25032
(332.51, 7.28, 370.02) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.10847
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885396
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215139
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.579607
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.984679
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.437371
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.946325
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.535013
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20949
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.64254
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.53233
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.51021
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.49022
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.58222
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.67834
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.01432
(332.51, 7.28, 370.02) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.94977
(332.51, 7.28, 370.02) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 21.85185
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.878192
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.20719
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.570837
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.97503
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.426549
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.935867
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.523727
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19651
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.73676
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.60942
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.5872
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.56714
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.65058
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.74812
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.06736
(332.51, 7.28, 370.02) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.66382
(332.51, 7.28, 370.02) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 22.50663
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.870781
ì(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.199013
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.561928
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.965099
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.415417
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.925568
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.511982
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18299
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.83526
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.6897
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.6674
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.64726
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.72162
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.82065
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.1222
(332.51, 7.28, 370.02) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.88435
(332.51, 7.28, 370.02) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 20.01696
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863169
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.190681
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552771
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.954895
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.403975
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.914867
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.499784
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16897
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.93819
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.7733
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.75091
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.73069
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.79543
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.89602
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.17889
(332.51, 7.28, 370.02) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 17.11236
(332.51, 7.28, 370.02) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 20.22798
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855353
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.182198
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.543368
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.944417
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.392233
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.903772
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.487136
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15442
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92496
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.86517
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.83783
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.81753
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.87207
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.9743
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.23745
(332.51, 7.28, 370.02) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 17.34816
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50252
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847419
Û(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.173495
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.533725
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.933672
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.380192
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.892286
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.474047
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13937
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90748
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.97423
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.92828
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.90791
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.95163
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.05557
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.29792
(332.51, 7.28, 370.02) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 17.59209
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30312
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.839333
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.164578
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523841
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.922664
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.368882
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.880417
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.460522
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12382
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88815
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.08813
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.02239
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.00194
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.03421
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.13994
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.36034
(332.51, 7.28, 370.02) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 17.94101
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1104
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.831056
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15545
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.513729
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.9114
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.35805
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.86817
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.446568
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10779
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86789
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.20709
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.12029
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.09976
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.1199
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.2275
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.42476
(332.51, 7.28, 370.02) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.32278
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92411
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822587
Î(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.146112
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503383
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899879
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.346885
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.855549
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.432193
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09127
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84743
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.33132
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.22212
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.2015
(332.51, 7.28, 370.02) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.20879
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.59856
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.83656
(332.51, 7.28, 370.02) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.72415
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74397
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81393
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136568
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.492812
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.888109
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.335389
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.842558
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.417401
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07333
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82711
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71305
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65145
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.7434
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.7223
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.81394
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.01453
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59796
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56988
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20689
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.805092
