¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588234
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.23901
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.42514
(333.56, 7.52, 371.65) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 17.87384
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.97059
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.83594
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.89053
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.30956
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.707206
á(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.959306
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235978
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540926
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.878645
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254712
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.67716
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.153537
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.694749
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.314864
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03233
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.46515
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.2978
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.20336
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.18458
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.19065
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.29013
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.46131
(333.56, 7.52, 371.65) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.01014
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.12934
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.98107
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.02743
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.42802
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.700534
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.951995
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227936
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53204
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.868774
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244035
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665158
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.13995
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.679249
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.297015
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01157
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.55704
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.37008
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.26349
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.24465
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.2432
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.34372
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.4993
(333.56, 7.52, 371.65) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.151
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.29497
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.13237
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.17008
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.55144
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693781
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.944597
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219797
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523046
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.858788
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.233226
ß(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.653011
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.126201
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.663564
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.278965
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.991557
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62133
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.44589
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.32648
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.30757
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.29823
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.39985
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.53913
(333.56, 7.52, 371.65) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.29656
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.46772
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.29003
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.31867
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.67993
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68695
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937113
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211565
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513952
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84869
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.222289
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.640719
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.112293
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.647702
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.260712
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.971625
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78188
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.52532
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.39239
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.37341
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.35671
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.45856
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.58084
(333.56, 7.52, 371.65) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.44697
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.58719
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.76269
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.57393
(333.56, 7.52, 371.65) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.81364
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680039
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.929543
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203241
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.504758
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838665
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.211224
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628287
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098229
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.631667
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.243165
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.94888
ï(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75413
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.6085
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.46131
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.44226
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.42549
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.51992
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.62811
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.44447
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.26675
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.5631
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.44133
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.33285
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.673054
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921895
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194831
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495468
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828646
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200037
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.615722
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.084018
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.615465
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.225618
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.925067
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72623
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.69554
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.53331
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.51419
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.49736
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.58399
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.69349
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.86586
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.00731
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.44753
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.40889
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.3801
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.665996
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.914166
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186333
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486084
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.818517
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.18873
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603025
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.069658
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.599896
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.207876
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.901116
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69818
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.78657
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.61332
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.58928
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.57239
ò(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.65083
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.76173
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.14078
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.81728
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.42973
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.44972
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.16325
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.658867
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.90636
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177751
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476608
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808281
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.177308
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.590199
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.055158
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584301
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.189942
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.877036
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.88174
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.70593
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.66764
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.65068
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.72052
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.83287
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.21395
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.35634
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.19531
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.33695
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.02561
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.651668
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89848
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169089
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467232
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.797945
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.165773
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.57725
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.041196
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.568542
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.171826
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.852836
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64168
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.98119
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.80268
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.74935
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.73233
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.79314
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.90701
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.26957
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.57414
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.16778
Ü(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.22077
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.98842
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.644402
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890525
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160348
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457826
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787508
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15413
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.564182
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.027224
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.552626
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.153518
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.828522
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61324
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53658
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.90373
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.83453
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.81743
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.86875
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.98423
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.32744
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.99313
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.26823
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.29371
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.07005
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637069
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882501
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.151529
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448332
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776977
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.142383
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.551544
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.013112
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.536552
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.132397
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.804099
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58469
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50276
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.00924
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.92327
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.9061
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.94745
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.0646
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.38762
(333.56, 7.52, 371.65) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 20.62141
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.52346
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.55375
