¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(334.75, 7.08, 311.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.996508
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381285
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971087
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641594
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42468
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4454
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92772
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38163
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44655
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.83496
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.60976
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.251336
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.461022
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.120411
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403326
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717344
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066908
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460026
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901078
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408614
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002171
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668334
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46598
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49533
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9691
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44039
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4907
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.03924
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.59028
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.260316
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88654
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133312
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419646
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735404
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085272
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4791
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922575
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435877
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02519
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695037
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50709
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54503
ë(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0084
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49623
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52292
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.94018
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.57049
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.97242
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.670798
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897856
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14818
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435981
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753454
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105349
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498154
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944053
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463132
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048146
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721584
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54795
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59455
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05413
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54917
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5384
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15821
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.55141
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.94225
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.681273
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909253
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163004
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45233
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771562
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125428
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519931
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965526
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483469
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071015
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748072
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58858
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63184
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13593
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59908
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.563
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15056
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.4681
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.91372
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.6918
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.920681
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177879
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468673
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789651
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14557
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542413
…(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987605
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503274
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093794
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774444
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62895
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66557
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21682
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64595
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58649
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15233
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5656
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702335
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932164
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192681
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48502
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807723
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165678
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564941
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008342
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523036
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116442
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800736
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66908
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69894
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29676
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68966
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60887
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15385
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56797
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.712914
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943673
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20751
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50137
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825823
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185813
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587461
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029699
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545338
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138994
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826878
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69987
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73188
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37415
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73019
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63017
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1551
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57105
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723504
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955201
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222348
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517692
ƒ(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843898
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205956
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605947
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051012
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569539
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161414
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852861
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72688
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76445
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38143
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76745
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65032
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1561
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57492
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734168
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967206
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237144
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534042
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86201
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226089
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623133
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072271
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593744
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189126
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878731
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7535
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79655
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38748
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8014
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66937
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15685
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55982
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.744803
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980672
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25197
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550353
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880065
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243143
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640269
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0935
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617875
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216805
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906878
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77975
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82823
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39225
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83196
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68724
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15731
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54275
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755502
„(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994139
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266742
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566653
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89811
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258459
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657399
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114608
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641928
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244435
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935541
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80562
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87596
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39577
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85341
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69547
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15755
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52638
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766205
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.007561
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281489
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582916
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914088
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273773
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674499
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135692
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665924
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271976
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963967
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83792
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92491
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39802
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86864
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68831
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15752
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51068
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776938
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020968
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296205
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599136
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927834
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289064
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691566
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1567
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689811
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.294399
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992136
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87136
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93532
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.399
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8811
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67993
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14964
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.49573
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.787701
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034316
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31088
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614388
(335.22, 7.17, 311.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94157
