¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(330.20, 7.30, 374.51) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.45448
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.785244
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.767863
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.751545
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.736238
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.72197
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.708698
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.696424
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.685116
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.674795
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.66541
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.656984
Ô(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.649486
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.642926
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.637296
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.632575
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.635639
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.65835
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.709703
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 8.812031
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 8.977598
(330.37, 7.31, 373.77) (325.73, 2.56, 346.86) (2.10, 0.13, 2.78) Cabin 12.50655
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 5.010042
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.98756
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.966267
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.946169
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.927184
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.90934
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.892603
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.876957
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.862373
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.848876
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.836416
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.824987
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.814599
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.80521
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.796838
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.789479
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.783084
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.777694
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.773298
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.769879
(330.37, 7.31, 373.77) (331.64, 1.47, 353.75) (0.81, 2.16, 0.81) Human 4.77976
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 8.809525
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 8.8257
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 8.908592
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.62879
(330.37, 7.31, 373.77) (325.73, 2.56, 346.86) (2.10, 0.13, 2.78) Cabin 12.57895
(330.37, 7.31, 373.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.71155
(330.37, 7.31, 373.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.71732
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520554
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785697
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074768
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365997
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67818
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019622
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409018
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889588
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.430385
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04329
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 9.165159
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 9.121509
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 9.101067
Á(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 9.082618
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 9.066091
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 9.051421
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 9.038627
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 9.027733
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 9.018801
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 9.011709
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 9.006528
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 9.003165
(330.37, 7.31, 373.77) (328.91, 1.40, 350.48) (0.81, 2.16, 0.81) Human 9.07289
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.70669
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.7048
(330.37, 7.31, 373.77) (325.73, 2.56, 346.86) (2.10, 0.13, 2.78) Cabin 12.65467
(330.37, 7.31, 373.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.28213
(330.37, 7.31, 373.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.28782
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521676
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786968
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070803
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356495
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667769
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00822
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381989
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858514
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395285
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996695
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58085
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17481
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78628
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47118
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.91647
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.89176
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.86965
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.83895
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.82199
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.80757
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.79567
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.78629
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.79053
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.78614
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.78424
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.73381
(330.37, 7.31, 373.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 23.90117
(330.37, 7.31, 373.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 23.91271
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522836
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788188
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062123
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347068
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657503
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996947
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369625
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827581
º(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360382
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939053
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51605
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13485
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74176
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4212
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.00017
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.97532
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.95308
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.90799
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.90513
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.89063
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.87867
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.86923
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.87351
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.8691
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.86721
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.81646
(330.37, 7.31, 373.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.18426
(330.37, 7.31, 373.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.19599
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523934
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789395
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053604
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337778
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647371
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98588
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357441
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79681
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325645
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882274
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4523
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09451
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69815
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3723
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.08753
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.06252
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.04015
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.99477
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.97763
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.96306
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.95104
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.94157
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.96012
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.9557
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.9538
(330.37, 7.31, 373.77) (325.73, 2.56, 346.86) (2.10, 0.13, 2.78) Cabin 12.90273
(330.37, 7.31, 373.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.47896
(330.37, 7.31, 373.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 23.58524
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525057
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784112
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045199
¶(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32864
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637412
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974952
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345428
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766135
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29108
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826327
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38955
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02359
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6555
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32449
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.17865
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.15348
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.13097
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.11107
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.09379
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.0791
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.067
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.05745
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.05046
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.04602
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.04412
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.99271
(330.37, 7.31, 373.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 23.19271
(330.37, 7.31, 373.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.79796
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526118
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776457
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036884
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319586
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62756
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964197
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333582
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740723
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256745
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771238
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32781
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95393
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61381
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40924
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.27365
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.24832
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.22565
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.20563
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.18824
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.17346
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.16127
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.15167
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.14465
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.14019
(330.37, 7.31, 373.77) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 13.1383
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.08652
³(330.37, 7.31, 373.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 22.85332
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527187
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768919
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028738
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310737
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617871
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95357
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321938
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727854
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222584
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716962
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26705
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88535
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57305
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5044
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.37266
(330.37, 7.31, 373.77) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 13.34715
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.32433
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.30417
(330.37, 7.31, 373.77) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 13.28667
(330.37, 7.31, 373.77) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 13.27179
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.25953
(330.37, 7.31, 373.77) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 13.24987
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.24281
(330.37, 7.31, 373.77) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 13.23833
(330.37, 7.31, 373.77) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 13.23644
(330.37, 7.31, 373.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.18432
(330.37, 7.31, 373.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 22.52805
(330.37, 7.31, 373.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.93616
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522004
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761473
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020654
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301987
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608363
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94311
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31047
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715178
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176516
(330.37, 7.31, 373.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663526
