¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(378.66, 16.05, 281.83) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.293406
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.04925
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.03455
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.02425
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.01871
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.01813
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.02298
à(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.0754
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423489
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824208
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272375
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099496
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504129
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948466
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43228
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94878
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51313
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14145
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84495
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63648
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48068
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47679
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.15453
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 15.97019
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 15.93494
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 15.90927
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 15.88723
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 15.86873
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 15.85378
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 15.8424
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 15.86002
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.07047
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334118
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724492
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463322
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113488
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519496
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.965363
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4572
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98172
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54979
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18235
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89093
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66711
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5153
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52071
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.24164
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.00583
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 15.96362
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 15.93053
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 15.9011
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 15.8754
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 15.85333
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 15.8348
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 15.84934
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.04591
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246504
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626882
Á(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75526
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127608
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534945
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.982405
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47604
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.012
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58692
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22383
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93747
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69833
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55064
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56532
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72516
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01765
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.22585
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.1578
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.10303
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.057
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.01779
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 15.98437
(378.56, 16.03, 282.38) (394.33, 8.54, 302.41) (0.81, 2.16, 0.81) Human 16.00845
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160543
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53128
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768282
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141801
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550504
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999528
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50098
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03612
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62039
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26578
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97104
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73014
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59007
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61062
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77269
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99346
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0509
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2239
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95518
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98922
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076308
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437682
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781357
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15611
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.566172
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01677
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52659
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06053
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64756
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30291
Í(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99987
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76248
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63019
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65667
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82113
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93182
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98215
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09072
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67844
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4016
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.993701
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346028
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794556
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170493
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581952
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03817
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55232
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08519
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67498
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31157
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.978
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79548
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67091
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70344
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87049
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.18381
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.15071
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.1441
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.14385
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.15141
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.17025
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.21474
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912743
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256278
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807802
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184962
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59783
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06148
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57652
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11007
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70271
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26322
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91574
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75625
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71222
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75089
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.19598
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.01863
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 15.98698
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 15.964
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 15.9447
ã(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 15.92898
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 15.9169
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 15.90839
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 15.9351
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833329
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168403
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82113
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199523
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615912
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08489
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59928
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13522
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73074
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21605
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85424
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6863
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72418
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7991
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.20837
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.02484
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 15.98746
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 15.95719
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 15.93058
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 15.90757
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 15.88816
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 15.87231
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 15.89367
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.10862
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755464
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170881
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834519
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214191
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637197
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1084
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62222
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16066
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71172
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17005
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79346
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61727
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73046
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80828
(378.56, 16.03, 282.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75619
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.22114
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.15704
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.11082
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.07021
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.03452
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.00358
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 15.97702
(378.56, 16.03, 282.38) (394.66, 8.60, 301.05) (0.81, 2.16, 0.81) Human 16.00582
‚ (378.44, 16.00, 282.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51744
(378.44, 16.00, 282.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762233
(378.44, 16.00, 282.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020026
(378.44, 16.00, 282.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299727
(378.44, 16.00, 282.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604218
(378.44, 16.00, 282.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936775
(378.44, 16.00, 282.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299616
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.455907
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.404209
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.360462
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.322963
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.292356
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.269866
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.251146
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.237268
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.399086
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.072493
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.134606
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.119328
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.108317
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.076383
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.060636
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.094752
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.093394
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.093614
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.093979
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.093844
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.095288
(378.44, 16.00, 282.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518147
(378.44, 16.00, 282.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761214
(378.44, 16.00, 282.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01891
(378.44, 16.00, 282.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298502
(378.44, 16.00, 282.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602884
(378.44, 16.00, 282.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935355
(378.44, 16.00, 282.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293038
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.409021
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.363532
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.320143
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.284678
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.253364
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.231066
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.972454
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.965308
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.959699
(378.44, 16.00, 282.95) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.00972
