¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
š (401.25, 14.20, 246.22) (384.09, 8.05, 256.54) (0.81, 2.16, 0.81) Human 3.546432
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910549
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207138
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531819
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875064
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216327
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586201
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.615778
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.588358
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.562775
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.539003
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.517018
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.4968
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.478326
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.461579
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.446541
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.433195
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.528785
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.518664
û(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.510225
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.50346
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.498359
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.494922
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.49314
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.493015
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.494547
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165322
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393239
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643703
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916037
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213097
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538361
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87292
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213992
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.56921
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.540189
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.513017
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.487667
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.464112
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.44233
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.422297
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.403994
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.387401
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.372502
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.359283
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.454043
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.44402
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.435664
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.428966
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.423919
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.420518
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.418761
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.418646
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.420172
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166444
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397895
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648811
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921559
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219173
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545028
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871048
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211906
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585412
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.618433
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.592265
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.567921
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.545376
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.524609
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.505594
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.488316
ÿ(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.472755
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.4589
(401.20, 14.07, 246.17) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 8.446732
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.433566
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.424746
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.417583
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.41207
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.408204
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.405979
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.405394
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.406446
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.409141
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170832
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402699
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653997
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927238
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225327
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551772
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869447
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210184
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.400482
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.372048
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.345428
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.320593
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.297519
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.276179
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.256558
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.238629
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.222379
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.207788
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.194846
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.634948
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.625922
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.618593
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.612956
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.609002
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.60673
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.606137
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.607219
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.609982
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175299
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407519
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659224
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932947
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231555
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556059
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868105
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208756
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.333425
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.305226
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.278824
„ (401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.254196
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.231314
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.210153
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.190694
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.172916
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.156802
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.142335
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.129503
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.847946
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.838706
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.831202
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.825432
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.821387
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.819064
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.818462
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.819579
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.822414
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179872
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412434
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664576
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938761
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2379
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555085
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867089
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207591
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.269031
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.241057
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.214869
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.190436
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.167737
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.146747
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.127445
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.109813
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.093829
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.079482
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.066754
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.073533
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.064062
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.056375
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.050464
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.046323
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.043947
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.043336
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.044487
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.047404
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184464
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417424
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670009
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944645
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24438
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554398
ˆ (401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866324
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206787
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.207215
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.179457
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.153471
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.129229
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.106706
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.085879
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.066729
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.049234
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.033377
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.019143
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.006517
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.814739
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.303074
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.295193
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.289131
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.284888
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.282459
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.281838
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.283027
(401.20, 14.07, 246.17) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.286029
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189149
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42249
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67549
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950644
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250916
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553948
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865839
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206243
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.147896
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.120346
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.094553
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.070492
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.048139
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.02747
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.008464
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.991101
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.975365
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.96124
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.948712
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.809207
(401.20, 14.07, 246.17) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.497994
(401.20, 14.07, 246.17) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.488645
(401.20, 14.07, 246.17) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.481157
(401.20, 14.07, 246.17) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.47553
(401.20, 14.07, 246.17) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.471755
(401.20, 14.07, 246.17) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.469827
(401.20, 14.07, 246.17) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.469746
(401.20, 14.07, 246.17) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.471511
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193904
€ (401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427633
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681057
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956713
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257561
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553764
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865637
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.120123
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.090997
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.063645
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.03804
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.014153
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.991961
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.971442
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.952576
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.93534
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.91972
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.9057
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.893265
(401.20, 14.07, 246.17) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.803786
(401.20, 14.07, 246.17) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.431754
(401.20, 14.07, 246.17) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.422476
(401.20, 14.07, 246.17) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.415049
(401.20, 14.07, 246.17) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.409467
(401.20, 14.07, 246.17) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.405725
(401.20, 14.07, 246.17) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.403816
(401.20, 14.07, 246.17) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.403742
(401.20, 14.07, 246.17) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.405503
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198712
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43285
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686723
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962856
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264295
(401.20, 14.07, 246.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55382
