¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644976
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76761
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63652
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64684
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83593
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12107
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40338
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71273
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79893
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775518
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998149
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239896
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503269
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.789646
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101855
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94541
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345034
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783621
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.250795
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.772466
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35864
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0219
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77835
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64893
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66136
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85306
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09352
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37127
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72485
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86295
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775594
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99822
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239975
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503354
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.790456
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.102743
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947409
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344669
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784889
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257612
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780057
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36721
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03161
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78945
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66176
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67638
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87087
İ(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06735
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35103
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73702
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91859
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775703
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998329
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240092
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503484
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791472
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580459
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94773
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344409
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784621
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264627
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787919
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37604
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04166
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80098
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67512
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69195
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88933
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06371
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35876
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74919
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96264
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.77585
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998477
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240252
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503657
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791663
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582387
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947632
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344293
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784479
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271875
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796045
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38519
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05204
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81289
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68885
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70804
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90839
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07153
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36791
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76139
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00828
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775946
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99866
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240453
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503876
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249166
ù(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584372
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947624
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344303
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784478
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275579
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804451
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39467
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0628
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8252
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7031
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72467
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91494
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08064
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42955
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76358
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05556
(336.72, 7.83, 343.81) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 17.42504
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775649
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998882
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240694
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.504139
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251027
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586413
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947736
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344422
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784596
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275717
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813099
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40442
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0739
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83788
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71777
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74183
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90764
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09026
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51033
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.9501
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.9316
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.91624
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.90401
(336.72, 7.83, 343.81) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 17.02404
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775377
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999143
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240977
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947047
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25294
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588537
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947972
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344664
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784858
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27603
™(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822031
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4145
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08529
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85096
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7329
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75958
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90128
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08281
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.61518
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.59404
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.57598
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.56099
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.54906
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.54672
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 16.54836
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775127
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999438
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241298
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948873
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254904
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588929
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948281
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345036
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785295
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276467
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.829591
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42484
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09707
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86443
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74852
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77781
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89589
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07654
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.67399
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.28061
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.23878
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.22415
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.3018
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.67186
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.72451
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 16.37965
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 16.37991
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 16.38336
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774903
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999774
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670513
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950734
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256961
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58936
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948731
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345516
›(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785823
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28051
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834747
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43551
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10919
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87831
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76458
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79661
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89148
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99278
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34511
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.43463
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.32346
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.30086
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.3723
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.36357
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.56896
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 16.47717
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 16.46899
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 16.46403
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774699
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000069
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670134
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952661
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25908
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589857
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949279
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346128
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790469
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288125
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840126
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44647
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12164
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8926
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7811
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81597
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84958
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8012
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1375
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30031
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.30826
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.28559
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.27132
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.37186
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.70877
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 16.13569
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 16.07022
(336.72, 7.83, 343.81) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 16.00838
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774518
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40843
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669819
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95464
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261246
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590458
(336.72, 7.83, 343.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949944
