¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 17.35699
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.313276
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.489288
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.05663
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.35649
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.54067
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.65712
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.70868
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.68119
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.54393
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.28965
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.81541
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.998521
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263114
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510149
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778863
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.053835
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.022945
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.012903
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.016564
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.0216
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.049743
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.090708
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.133552
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.222653
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.317114
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.496649
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.25748
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.58958
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.81546
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.96173
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.03541
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.00679
 (433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.8786
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.62598
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.14329
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.927529
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264568
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511735
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780585
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.05504
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.024144
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.015036
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.018708
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.023754
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.052931
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.093945
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.136837
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.227497
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.322099
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.504992
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.43174
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.83412
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.10569
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.28499
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.37475
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.35357
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.23587
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.98565
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.862019
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.859443
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266051
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513333
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782344
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.057623
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.026715
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.018424
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.022112
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.027175
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.057294
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.098374
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.142478
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.233459
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.328234
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.514323
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.6126
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.09088
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.4126
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.62856
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60401
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05788
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.61798
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.801243
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.796756
Œ (433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.953286
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267547
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514969
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784102
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.061587
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.030661
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.023069
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.026781
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.031868
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.062836
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.103998
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.149366
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.240542
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.335523
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.524647
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.823832
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.805828
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79903
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18899
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60456
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.753373
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.745086
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.738708
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.844962
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.24995
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269047
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516591
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785848
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.066935
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.035985
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.028975
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.032717
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.037836
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.069561
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.110824
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.157348
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.248752
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.343973
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.535968
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.79208
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.745628
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.729679
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.715673
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.703599
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.693441
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.685188
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.877663
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.13675
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.56678
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270562
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518252
 (433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787673
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.073675
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.042695
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.03615
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.039927
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.045083
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.077477
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.118859
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.16643
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.258096
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.35359
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.548299
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.2061
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.991793
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.844331
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.815132
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.797162
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.882092
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.970465
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.18573
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.44821
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.90584
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272109
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519915
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789501
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.08181
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.050795
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.044599
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.048417
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.053616
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.086586
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.128104
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.176622
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.26858
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.365874
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.561639
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.70773
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.38717
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.20574
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.15912
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.13058
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.20817
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.30287
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.51555
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.78131
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.26945
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273646
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521591
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791317
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085755
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.060291
† (433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.054328
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.058195
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.063444
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.096896
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.138572
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.187927
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.28021
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.379469
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.576002
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.26458
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.81767
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.62183
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.53023
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.50014
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.5585
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.66024
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.86942
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.13829
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.66028
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275188
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523285
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793162
(433.97, 15.22, 248.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087776
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.071197
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.065345
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.069268
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.074576
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.108418
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.150266
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.200356
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.292998
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.394034
(433.97, 15.22, 248.28) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.591391
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.06389
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.32599
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.07588
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.93173
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.89991
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.93579
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.0454
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.24999
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.53282
(433.97, 15.22, 248.28) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.0814
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502234
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765492
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052405
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366238
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71086
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090984
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512253
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973995
Â(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488146
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09846
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74312
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5508
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47415
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55723
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75382
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78472
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66897
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57918
(434.29, 15.17, 248.43) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 19.11111
(434.29, 15.17, 248.43) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 19.26941
(434.29, 15.17, 248.43) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 22.11689
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501513
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764718
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051555
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365294
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709851
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089859
