¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¯(428.81, 14.34, 320.73) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 18.59095
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579691
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1596
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8079
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54106
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.70422
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.71532
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.72872
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.74445
(430.02, 14.41, 320.19) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 12.19907
(430.02, 14.41, 320.19) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 17.80823
(430.02, 14.41, 320.19) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 17.83521
(430.02, 14.41, 320.19) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 17.86577
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.17806
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.14544
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.11665
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.09166
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.07045
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.05299
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.03928
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980769
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207261
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452893
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720128
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461727
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801953
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176348
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590277
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050158
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564069
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14186
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78257
Ñ(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5121
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.56902
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.57955
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.59237
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.60748
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.6249
(430.02, 14.41, 320.19) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 17.89986
(430.02, 14.41, 320.19) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 17.92724
(430.02, 14.41, 320.19) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 17.95821
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.67124
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.63999
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.61246
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58862
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.56846
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.55196
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.53911
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974578
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.200562
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445617
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142812
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452522
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791844
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165201
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57788
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036379
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548634
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11982
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7576
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.43126
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.43902
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.44903
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.46129
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.47582
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.49262
(430.02, 14.41, 320.19) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 17.99589
(430.02, 14.41, 320.19) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 18.02369
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.22766
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.194
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.164
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.13763
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.11486
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.09568
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.08005
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.06797
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967778
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193932
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438421
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13448
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443379
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781837
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154165
Ş(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56566
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02276
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533388
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09804
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73293
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.30672
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.31401
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.32352
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.33526
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.34923
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.36546
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.85195
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.81232
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.77633
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.74393
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.71509
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.68979
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.66801
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.64971
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.63489
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.62352
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960581
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187379
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843942
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126238
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434358
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771914
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143269
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553581
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009344
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518341
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07901
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70859
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.18694
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.19378
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.20282
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.21406
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.22752
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.2432
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.42314
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 14.75078
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 14.53125
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 14.3209
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 14.11928
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.92592
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.74043
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.22848
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.2144
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.20369
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953437
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180898
ï(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836445
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118093
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425467
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76216
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132483
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541636
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996029
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50348
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06564
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68628
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.08895
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.07815
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.08674
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.09751
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.11047
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.12563
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.83031
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.63337
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.44454
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.26343
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.29282
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.40316
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.60432
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.07493
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.07083
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.07006
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946347
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570632
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829038
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110022
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416674
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752488
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121837
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529861
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982918
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488755
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05254
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67144
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.29741
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.26768
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.24031
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.21524
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.19247
(430.02, 14.41, 320.19) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.17196
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.35816
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.27661
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.25255
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.26694
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.31034
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.42099
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.60477
Í(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 14.05594
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.21845
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.21763
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.939311
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5639
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821723
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102079
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407932
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74295
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111326
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51823
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969968
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474264
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03969
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65694
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35743
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15927
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8642
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58597
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.90692
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.57427
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.41412
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.32035
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.29528
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.29888
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.33927
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.44144
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.60783
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.94241
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.37207
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.37119
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932331
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55724
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814507
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094204
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39936
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733494
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100929
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506737
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957218
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459986
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02463
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64271
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3412
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12995
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7641
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47843
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27563
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.6542
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.47329
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.37877
Ö(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.34091
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.33354
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.37417
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.46454
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.61351
(430.02, 14.41, 320.19) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 13.9081
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.5319
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.53095
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311934
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550474
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807371
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086441
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390878
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724204
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09069
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495422
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.944574
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445878
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00871
(430.02, 14.41, 320.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62876
