¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ù(405.83, 14.26, 243.74) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.842657
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769575
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41094
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15812
Û(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92948
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8524
(406.71, 14.24, 243.36) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 13.52462
(406.71, 14.24, 243.36) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 13.49667
(406.71, 14.24, 243.36) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 13.47146
(406.71, 14.24, 243.36) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 13.44896
(406.71, 14.24, 243.36) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 13.42914
(406.71, 14.24, 243.36) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 13.412
(406.71, 14.24, 243.36) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 13.39751
(406.71, 14.24, 243.36) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.38557
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189787
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425889
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682063
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960937
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2656
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599684
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967594
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363506
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796071
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277709
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774684
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42848
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17835
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97001
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8442
(406.71, 14.24, 243.36) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 13.56004
(406.71, 14.24, 243.36) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 13.53201
(406.71, 14.24, 243.36) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 13.50672
(406.71, 14.24, 243.36) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 13.48416
(406.71, 14.24, 243.36) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 13.46428
(406.71, 14.24, 243.36) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 13.44709
(406.71, 14.24, 243.36) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 13.43255
(406.71, 14.24, 243.36) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.37646
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189241
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425285
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681417
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960247
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264867
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59884
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966689
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359457
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791534
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272663
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.790213
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44624
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19366
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96329
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8365
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.75286
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.72592
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.70156
é(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.67977
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.66051
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.64377
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.62954
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188739
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424772
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680857
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959635
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264162
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598109
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965745
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355511
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787189
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267808
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805892
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45952
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19087
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95704
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83171
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.54688
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.52042
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.49651
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.47512
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.45622
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.43981
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.42585
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 18.23735
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 18.22181
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 18.21015
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 18.20185
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188312
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424263
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680345
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959045
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263526
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597402
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962335
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351716
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782996
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263137
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817656
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45815
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18404
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95116
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.37833
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.34982
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.32383
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.30034
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.27933
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.26078
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.24466
è(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.23098
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 17.93552
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 17.92285
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 17.91366
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 17.90797
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 17.94847
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187902
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423842
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679852
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958551
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262967
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59677
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959026
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348116
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779007
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258637
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816597
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45697
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17751
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94571
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.18924
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.1612
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.13565
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.11257
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.09192
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.0737
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.05787
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.04444
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 17.92579
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 17.91341
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 17.90451
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 17.89912
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 17.93855
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187555
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423472
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679438
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958096
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262478
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596278
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955887
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344631
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775158
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254374
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815679
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45592
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17124
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94069
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.00813
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.98055
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.95543
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.93273
ä(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.91243
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.89452
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.87897
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.86578
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 18.14327
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 18.13134
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 18.12303
(406.71, 14.24, 243.36) (373.95, 8.13, 254.01) (0.81, 2.16, 0.81) Human 18.1183
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187247
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423127
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679096
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957715
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262053
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595791
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952905
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341345
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771474
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25033
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814895
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45502
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16527
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93604
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.93834
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.91138
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.88685
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.86473
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.845
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.82763
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.81262
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.79994
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800826
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422882
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678787
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957397
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261688
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595404
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950048
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338196
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767971
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249717
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814213
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45425
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15958
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93182
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.10474
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.07737
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.05247
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.03001
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.00997
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.99233
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.97707
Í(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.96419
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800448
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021844
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678575
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957127
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261414
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595074
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947306
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335213
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764651
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249235
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813686
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45364
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15416
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92799
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.27829
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.25049
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.22519
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.20238
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.18201
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.16409
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.14858
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.13547
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800114
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021733
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261723
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956921
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26119
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59303
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944765
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332318
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761492
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24889
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813287
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45318
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14902
(406.71, 14.24, 243.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92456
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.45935
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.43111
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.4054
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.38221
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.36151
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.34328
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.32751
(406.71, 14.24, 243.36) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 12.31417
(406.71, 14.24, 243.36) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 18.64495
(406.71, 14.24, 243.36) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 18.3337
