¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„ (413.77, 14.32, 249.82) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.856071
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815608
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100035
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410763
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751518
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126786
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541934
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003688
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525205
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0912
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73094
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45968
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.90152
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.72745
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.03716
¸(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.65074
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.68735
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.33786
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.92826
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.1058
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.56958
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809314
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092857
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402533
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742071
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115887
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529404
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989172
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53314
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09768
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73552
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46178
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.73503
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.6557
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.94971
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.54187
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.54814
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.15368
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.6733
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.55415
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.83442
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805272
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088471
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397712
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736745
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110057
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522926
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981958
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577832
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14804
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79262
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52709
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.57539
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.58423
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.86272
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.43372
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.41011
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.9715
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.42191
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.10896
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794974
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084017
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392851
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731413
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104149
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516391
¹(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978189
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622885
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19879
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85027
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.45972
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.46416
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.51307
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.77621
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.32632
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.27329
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.79133
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.17409
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.39363
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782575
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07951
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387927
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726033
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098181
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509769
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995433
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642894
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24999
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90842
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.3122
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.40483
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.44224
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.69019
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.21969
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.13769
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.61319
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.92982
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.68894
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770028
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074971
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382967
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720566
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09219
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503122
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012259
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662312
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30164
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96713
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.1706
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.34573
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.37174
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.60469
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.11385
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.00334
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.43709
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.6891
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.38984
Ò(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.3495
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.31403
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.28339
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.25755
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.23648
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.22017
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.2086
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.20175
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.99541
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757419
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062359
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377967
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715086
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08612
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496402
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.028625
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681196
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35371
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02636
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.03464
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.28687
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.81392
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.51971
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.00881
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.87024
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.26304
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.4519
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.31051
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.94722
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.82336
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.93543
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.35914
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.34414
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.33255
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.32435
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.31953
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.31808
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744678
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048414
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372904
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709534
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079987
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489614
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044555
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699551
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4062
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.94187
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.90405
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.22827
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.80065
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.9629
ß(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.9046
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.73841
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.31501
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.27968
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.24784
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.96645
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.8424
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.93899
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.15491
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.14017
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.12879
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.12076
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.11607
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.11472
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731858
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034356
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366806
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703936
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073827
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487448
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059999
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717415
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4591
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.81595
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.77861
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.16993
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.80943
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.93969
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 12.05885
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 12.03992
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 12.0234
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 12.00926
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.99749
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.98808
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.23961
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.24963
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.26303
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.27982
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.30002
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.32365
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.35073
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.38129
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718953
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020183
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351215
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698277
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067627
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500572
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075008
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734721
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5001
Ú(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.69497
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.65809
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.11187
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.82013
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.95066
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.69871
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.47865
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.53182
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.52877
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 12.01213
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.90002
(413.16, 14.28, 249.73) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 11.91181
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.36615
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.36542
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705976
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005939
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335507
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692615
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061336
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513261
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089517
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751505
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51969
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.57871
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.54228
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.50967
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.47779
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.44814
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.42068
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.39538
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.37223
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.35119
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.33225
(413.16, 14.28, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.31538
