°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(424.51, 14.77, 251.85) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.40863
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431728
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666713
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893532
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137736
æ(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401418
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686876
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996818
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39352
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736141
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031993
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350426
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946093
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62149
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8173
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0227
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23825
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46471
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70277
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95335
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19327
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07859
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.50253
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.50232
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.50532
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.51155
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812279
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001204
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.204074
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422464
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648532
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870911
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113442
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375174
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658459
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965976
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34403
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686523
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978798
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293267
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745587
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52925
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7215
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92308
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13458
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35668
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59015
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83577
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09441
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36707
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49546
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.42396
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.42694
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.43313
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.804986
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99338
∑(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.195698
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413418
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637561
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85372
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089641
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349523
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630731
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935886
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295496
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638325
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927148
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237852
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572863
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33725
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62908
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.827
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03461
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25259
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48161
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7225
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9761
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24334
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33651
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.34952
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.35248
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.35863
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.797888
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.985792
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187533
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404645
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626052
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843142
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07375
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324506
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60362
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906521
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247901
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591518
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877044
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184044
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514991
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12102
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53992
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73433
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93823
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15224
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37707
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61344
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86224
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1243
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1866
•(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.2789
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.28185
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.28797
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790986
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.978405
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179609
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396109
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61493
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832988
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062878
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310207
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57724
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877865
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205022
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546095
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828406
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131877
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458873
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913979
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45387
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64496
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84531
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05557
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27633
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50844
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75264
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00976
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28086
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.21204
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.21497
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.22106
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542928
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.760972
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998091
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.256838
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54025
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.851951
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196327
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121669
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578959
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092703
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671142
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31359
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0728
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00831
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19227
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07545
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00866
(424.07, 14.77, 252.24) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 15.61868
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542359
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.760355
à(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99742
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.256104
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539444
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.851063
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.195343
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120012
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577114
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090631
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669126
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30428
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06205
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99321
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17399
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06834
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98013
(424.07, 14.77, 252.24) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 15.25393
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.541808
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759756
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996767
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255391
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53866
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.850199
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194387
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118389
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575287
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088573
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667253
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29885
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05136
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97794
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15553
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06236
(424.07, 14.77, 252.24) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.94595
(424.07, 14.77, 252.24) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.90869
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542873
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.760318
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996737
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254696
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537898
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84936
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193457
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116798
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573524
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086576
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665483
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29685
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0408
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96253
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13689
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05753
(424.07, 14.77, 252.24) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.79199
˝(424.07, 14.77, 252.24) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.83444
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.544305
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761872
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998429
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.256513
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539136
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849898
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192615
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115237
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571774
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084598
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663855
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.295
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03029
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94697
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1181
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05384
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90939
(424.07, 14.77, 252.24) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.90503
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.545755
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763368
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999479
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257031
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539023
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849029
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191364
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113717
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570065
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082689
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662337
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29326
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0199
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93128
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09913
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05129
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9065
(424.07, 14.77, 252.24) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 15.0455
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.545473
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.762601
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998644
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.256122
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.538025
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847928
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.190145
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11224
(424.07, 14.77, 252.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.568413
