¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
û(442.71, 14.35, 259.84) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.75115
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788125
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074781
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356934
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683076
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036201
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.717688
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.689105
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.662221
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.637008
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.613438
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.868688
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.453359
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.133812
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.935513
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.89382
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.99289
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.97076
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.95123
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.93428
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.91989
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.90804
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.89872
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.89194
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.88767
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.88591
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047466
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27537
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522444
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791108
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080927
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373699
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692001
ó(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038831
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.764952
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.736174
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.709104
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.683715
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.659983
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.865524
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.449699
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.129533
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.930437
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.8877
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.0309
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.00869
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.98908
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.97207
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.95761
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.94572
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.93636
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.92953
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.92523
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.92346
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049893
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277965
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52527
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794219
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087075
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37765
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694664
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041748
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.814342
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.785358
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.758095
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.732523
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.70862
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.862609
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.446326
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.125587
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.92576
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.88208
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.07169
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.04939
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.02971
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.01262
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.99811
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.98615
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.97675
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96988
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96555
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96375
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.052353
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280637
ò(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528161
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797367
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088397
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380297
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697518
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044904
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.865918
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.83672
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.809254
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.783492
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.759409
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.859938
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.443237
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.121973
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.92148
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.87692
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.11531
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.09292
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.07315
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.05599
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.0414
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.02939
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.01994
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.01303
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.00867
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.00685
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054873
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283387
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531143
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800604
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089807
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383144
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700649
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048314
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.919745
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.890323
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.862646
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.836686
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.812414
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.857514
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.440435
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.118694
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.917594
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.87224
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.1618
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.13932
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.11946
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.10221
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.08756
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.07548
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.06598
ì(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.05903
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.05463
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.05278
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057456
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286182
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534169
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803904
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091311
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386201
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703983
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05196
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.975892
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.946236
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.918339
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.892168
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.8677
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.855336
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.437916
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.115749
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.914103
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.86804
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.21122
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.18863
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.16868
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.15134
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.13661
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.12447
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.11491
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.10791
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.10347
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.10159
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060115
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289057
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537283
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807288
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092933
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389449
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707519
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055864
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445799
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.004529
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.9764
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.950013
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.92534
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.902354
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.435682
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.113136
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.911007
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.86431
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.26362
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.24091
è(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.22086
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.20343
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.18862
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.17641
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.16678
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.15974
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.15526
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.15335
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062831
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291966
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540466
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810767
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094693
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392921
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711346
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060057
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456396
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.065278
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.036909
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.010294
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.985406
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.96222
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.433734
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.110859
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.908307
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.34455
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.31905
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.29622
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.27605
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.25853
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.24364
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.23135
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.22166
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.21456
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.21004
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.2081
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065571
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29497
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543703
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812832
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096585
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396623
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715349
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064447
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467164
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.128566
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.099945
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.073092
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.047983
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.024587
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.43207
ã(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.108913
(442.57, 14.40, 261.69) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.906002
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.40321
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.37756
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.35461
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.33433
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.31671
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.30172
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.28936
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.2796
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.27244
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.26787
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.2659
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.068391
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298016
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547032
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814637
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098601
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400496
(442.57, 14.40, 261.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719613
