¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ä(429.84, 10.71, 354.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99393
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04686
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23619
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.46776
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 24.47529
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.48178
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.35518
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.39122
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.45019
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.53506
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.6276
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.73461
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.85551
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 24.74902
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.57631
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.720316
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.885569
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.072105
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.269629
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.465024
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693783
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.966792
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.24693
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.574067
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972763
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404572
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.005886
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.846968
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0726
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31339
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.72438
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 24.83082
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.50154
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.29861
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.32626
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.37723
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.43633
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.50548
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.62982
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.78011
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 24.79497
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.581196
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.725541
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.891396
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.078413
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.274984
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.470807
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.700621
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974329
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25335
ö(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582348
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.979353
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414598
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.016747
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.85775
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09706
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38696
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.97752
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.56062
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.33013
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.36049
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.41251
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.46916
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.53178
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.655
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.81976
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 24.84595
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.586255
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.73095
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.897344
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.084856
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.280566
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.476837
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.70759
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982012
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.260026
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590717
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986169
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424553
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.027562
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.868294
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1202
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45629
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21837
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.62507
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.37861
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.40836
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.46064
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.51757
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.5792
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.70315
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.86862
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 24.90199
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.591487
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.736547
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.903412
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.091427
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.286374
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.483111
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71469
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989841
ô(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266955
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.599173
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993211
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.434429
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.038328
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.87859
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14202
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52117
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46347
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.69498
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.43196
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.46075
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.51332
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.57055
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.63544
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.76082
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.92216
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 24.96316
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.596893
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.742328
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.909602
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.09813
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.292409
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.48963
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.72192
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997812
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274139
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.607713
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000476
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444224
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.049041
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.888637
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16247
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58145
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.77219
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.77044
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.48997
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.51771
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.5706
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.62816
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.69901
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.82444
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.98162
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.602474
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.748297
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.915912
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.104967
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.298672
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.496397
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.729279
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005929
ã(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.281579
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.616338
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007969
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.45394
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.0597
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.898435
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18155
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63699
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.16014
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.85153
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.55313
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.5793
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.63254
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.69046
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.78082
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.92259
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 23.07066
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.608227
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.754452
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.922342
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.111932
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.305161
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.503409
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736767
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013611
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.289273
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625046
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015687
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.46357
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.070304
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.907975
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19922
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68763
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.5223
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.94213
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.66682
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.67879
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.75301
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.84017
(429.99, 10.75, 354.10) (438.57, 9.08, 311.78) (5.62, 3.12, 8.44) Truck 22.97413
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.614156
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.760795
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.928893
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.119029
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.31188
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.510669
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.744383
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.020854
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.297225
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633837
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023631
œ(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.473113
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.080847
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917256
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21549
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72191
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.71547
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.620258
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.767323
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.935561
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.126256
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.318826
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.518176
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.752127
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02833
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.30543
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.642707
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031798
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.482561
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.091326
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.926272
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23032
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74939
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.626534
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.774039
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.942348
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.133611
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.326
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525931
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759999
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036038
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.313895
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651659
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040192
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.49192
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.101743
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.935026
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24406
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7726
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.632987
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.780944
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.949255
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.141097
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.333405
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.533935
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.767998
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.04398
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322615
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.660689
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048811
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.501183
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.112091
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.943505
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2576
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79149
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.639612
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.788034
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.956279
(429.99, 10.75, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.148711
