¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(406.54, 14.15, 247.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.936473
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461393
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847027
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272728
±(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.752138
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.280577
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.877972
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53836
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29127
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13966
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13048
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2874
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66539
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.19822
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02854
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38236
(406.07, 14.12, 247.54) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 23.19751
(406.07, 14.12, 247.54) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 23.41477
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.180578
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.356907
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.553682
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761765
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984074
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226929
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492862
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780789
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096941
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445624
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.829714
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25382
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.731092
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.256976
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.851205
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50697
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25363
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09643
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07941
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22499
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58698
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.10189
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.90715
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19551
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.173922
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.349755
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.545606
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.75292
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974491
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216365
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481249
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.768078
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.082967
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.430195
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.812812
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.235337
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.710569
¦(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.233962
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.824694
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47639
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21703
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05441
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02983
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16447
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.51096
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00865
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.78797
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.93477
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79767
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.167413
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.342762
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.53767
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.744262
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965115
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206014
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.469886
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755641
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.069297
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.415103
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.796318
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.217278
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.690567
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.211533
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.798681
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44662
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18147
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01359
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98172
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10581
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43728
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91843
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66824
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.77065
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56981
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.161048
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.335925
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.529876
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735795
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955944
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195874
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458771
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74348
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05593
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400352
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.780231
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199638
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.67108
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.189682
¦(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.773392
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41765
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14694
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97395
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93507
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04898
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36589
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.83117
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55259
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.6122
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31625
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.154834
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.329248
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.522223
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727517
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.94698
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185945
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447905
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731592
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042868
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385939
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.764551
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.182422
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.652109
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.168408
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.748816
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38947
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11342
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9355
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88985
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99395
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29677
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7468
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.44092
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.45926
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07187
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.148765
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.322731
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514711
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719428
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938223
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176229
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437289
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719978
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.030107
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.371861
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.749276
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.165622
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.633652
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.147708
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.724956
œ(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36208
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08091
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8982
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84606
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9407
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22986
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.66528
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33315
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.31164
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.65842
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.142844
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.316371
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.507343
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711528
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.929671
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166722
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426919
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708638
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01765
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.35812
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734403
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.14924
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.615703
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.127578
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.701799
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33547
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0494
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86205
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80366
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8892
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16514
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.58654
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.22916
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.16922
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.46712
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.13707
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.310171
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.500116
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.703818
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921325
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.157429
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416799
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697571
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005494
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344712
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719931
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133271
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.598262
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.108015
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.679345
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30964
 (406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01887
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82705
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76264
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83943
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10256
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51054
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.12888
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.02892
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.28283
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.131444
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.30413
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.493032
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.696299
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.913187
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14849
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406927
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.686777
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993639
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.331641
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.705558
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11772
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.581325
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.089018
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.657588
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28478
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98932
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79316
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72299
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79136
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0421
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.43722
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.03223
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.89164
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.10327
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.125967
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.298248
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.486093
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.688969
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.905254
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.139878
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397302
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.676256
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982084
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.318902
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.691445
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.102579
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564892
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.070582
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.636522
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26085
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96075
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7604
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6847
(406.07, 14.12, 247.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74497
