¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.15487
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071928
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507762
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95273
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4435
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98746
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02946
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43306
(378.97, 14.87, 302.94) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.85653
(378.97, 14.87, 302.94) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.84002
(378.97, 14.87, 302.94) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.82701
(378.97, 14.87, 302.94) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.4899
(378.97, 14.87, 302.94) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.57845
(378.97, 14.87, 302.94) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.89863
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191191
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493486
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823835
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186436
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585917
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.028297
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461638
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902001
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38742
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92522
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95579
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36256
(378.97, 14.87, 302.94) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.3072
(378.97, 14.87, 302.94) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.29099
(378.97, 14.87, 302.94) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.27837
(378.97, 14.87, 302.94) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.61111
(378.97, 14.87, 302.94) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.02338
(378.97, 14.87, 302.94) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.23057
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164276
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464126
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791719
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15104
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546833
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984967
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416117
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851972
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33225
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86395
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88218
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28777
À(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84244
(378.97, 14.87, 302.94) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.76904
(378.97, 14.87, 302.94) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.75685
(378.97, 14.87, 302.94) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.74834
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137546
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434952
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75976
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115912
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508105
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941932
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37131
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802775
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27792
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80372
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80874
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20398
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7462
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50236
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110921
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405901
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728015
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081048
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469612
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899285
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327156
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754305
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22444
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74447
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73542
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12083
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65098
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38879
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084446
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377043
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696476
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046374
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431419
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856904
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283676
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706553
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17187
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68621
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66228
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03833
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55666
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27628
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058163
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348425
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665112
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012012
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393487
À(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814907
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240879
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659575
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12009
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62889
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58929
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95647
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46331
(378.97, 14.87, 302.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16471
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444058
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770336
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128184
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522326
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958445
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44357
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986293
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58026
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17664
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63594
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02242
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48369
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99556
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53017
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.035
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54849
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10401
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.18668
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.16383
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.14457
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.12888
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.10661
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.09803
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.09298
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.09145
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46728
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795771
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156111
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553201
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99272
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481829
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02923
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60961
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20955
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66857
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06647
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54174
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05862
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59589
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07645
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59308
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15221
Ë(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.23053
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.20763
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.18833
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.17262
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.1503
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.14171
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.13665
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490529
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821206
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184095
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584114
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027072
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520188
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07233
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63914
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24267
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70249
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12149
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60135
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12347
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63796
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11976
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65858
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.30473
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.27815
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.25521
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.23586
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.22012
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.19776
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.18915
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.18409
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.18258
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.18462
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513749
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846724
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21216
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61511
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061499
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558613
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11558
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66893
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27602
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73761
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17796
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6626
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19009
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69895
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21035
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76444
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.35624
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.3296
ë(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.3066
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.28722
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.27144
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.24903
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.24041
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.23534
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.23384
(378.93, 14.95, 302.60) (383.05, 9.49, 284.76) (0.81, 2.16, 0.81) Human 3.758535
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872175
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240215
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646131
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096018
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597139
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15263
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69885
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30956
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7849
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23595
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73571
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29223
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79244
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31123
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87461
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.41164
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.38493
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.36188
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.34245
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.32663
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.30416
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.29552
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.29046
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.28896
(378.93, 14.95, 302.60) (383.05, 9.49, 284.76) (0.81, 2.16, 0.81) Human 3.590958
(378.93, 14.95, 302.60) (383.05, 9.49, 284.76) (0.81, 2.16, 0.81) Human 3.579223
(378.93, 14.95, 302.60) (383.05, 9.49, 284.76) (0.81, 2.16, 0.81) Human 3.568394
(378.93, 14.95, 302.60) (383.05, 9.49, 284.76) (0.81, 2.16, 0.81) Human 3.558462
(378.93, 14.95, 302.60) (383.05, 9.49, 284.76) (0.81, 2.16, 0.81) Human 3.549438
(378.93, 14.95, 302.60) (383.05, 9.49, 284.76) (0.81, 2.16, 0.81) Human 3.541306
(378.93, 14.95, 302.60) (383.05, 9.49, 284.76) (0.81, 2.16, 0.81) Human 3.534075
(378.93, 14.95, 302.60) (383.05, 9.49, 284.76) (0.81, 2.16, 0.81) Human 3.527757
(378.93, 14.95, 302.60) (383.05, 9.49, 284.76) (0.81, 2.16, 0.81) Human 3.522353
(378.93, 14.95, 302.60) (383.05, 9.49, 284.76) (0.81, 2.16, 0.81) Human 3.517879
(378.93, 14.95, 302.60) (383.05, 9.49, 284.76) (0.81, 2.16, 0.81) Human 3.514355
(378.93, 14.95, 302.60) (383.05, 9.49, 284.76) (0.81, 2.16, 0.81) Human 3.516692
(378.93, 14.95, 302.60) (383.05, 9.49, 284.76) (0.81, 2.16, 0.81) Human 3.538618
(378.93, 14.95, 302.60) (383.05, 9.49, 284.76) (0.81, 2.16, 0.81) Human 3.604483
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41513
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99542
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.47098
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.4442
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.42108
Œ (378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.4016
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.38574
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.36322
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.35456
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.34949
(378.93, 14.95, 302.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.34801
(378.93, 14.95, 302.60) (383.05, 9.49, 284.76) (0.81, 2.16, 0.81) Human 3.520634
