¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
å(368.42, 9.22, 334.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.462533
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754562
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098711
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407473
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695074
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004896
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339496
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5814
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60364
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627859
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65406
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682348
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712675
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74509
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779621
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816351
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855278
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89644
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939881
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985703
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0339
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08452
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13769
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.127552
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367189
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621746
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896666
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162994
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452212
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767391
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119161
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413763
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701851
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012151
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347308
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557433
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579494
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603512
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62956
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657639
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687754
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719993
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754344
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.790821
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82951
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.870436
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913696
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.959221
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00716
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05753
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11039
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135097
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378684
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634275
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906858
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17405
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46425
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780918
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139917
„(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421909
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70932
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020226
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535307
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557209
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581081
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606948
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634848
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664806
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696835
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730971
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767298
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805761
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846502
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889506
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934803
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.982538
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03264
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08524
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142628
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390308
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646921
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917305
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185372
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476539
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800112
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161057
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430931
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717524
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029034
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365561
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515033
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536797
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.560488
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586235
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613961
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643762
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675636
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70959
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74568
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783996
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824533
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867313
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912424
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.959901
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00981
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06215
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.150135
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402006
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659604
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928004
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196931
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489105
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819629
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17627
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440621
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72646
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038636
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3759
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49659
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518205
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541801
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567368
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594954
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62459
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656309
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69013
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726057
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764215
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804541
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847165
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892082
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939328
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989048
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0412
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157622
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413035
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672458
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938887
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208725
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507095
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83947
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186014
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451054
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736134
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049052
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387115
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479895
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501425
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524891
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550348
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577816
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607296
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638873
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672547
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708352
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746327
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786499
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828983
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873708
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.920807
©(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970327
(368.75, 9.15, 335.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02228
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.04834
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312846
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602893
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892098
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.186061
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507747
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.861189
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.251242
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.650224
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.116234
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.696186
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93808
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65538
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47592
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42356
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53011
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6523
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19696
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71001
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58471
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00364
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.263927
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549141
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.862967
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.154815
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.473506
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.823513
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.209589
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.635726
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.070765
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.639155
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8739
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5823
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39205
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32632
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41598
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51489
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89829
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47036
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00615
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86564
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.959515
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215671
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.496159
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.804548
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.12394
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43969
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786317
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.168489
µ(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.591879
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.055071
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.582853
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81072
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51049
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30966
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23088
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30413
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38131
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52967
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23833
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68394
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5372
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.915963
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168073
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443943
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747017
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.08146
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406292
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.7496
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.127942
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.546874
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.013192
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.527281
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74856
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43985
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22871
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1372
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19447
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25143
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1768
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02645
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40307
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21875
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872977
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12113
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392483
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690371
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.018814
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373316
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.713363
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.087942
(369.42, 9.05, 335.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.502504
