¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.54802
(332.36, 7.38, 365.26) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.574903
(332.36, 7.38, 365.26) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.561259
(332.36, 7.38, 365.26) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.548945
(332.36, 7.38, 365.26) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.537949
(332.36, 7.38, 365.26) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.52826
(332.36, 7.38, 365.26) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.519869
(332.36, 7.38, 365.26) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.512768
(332.36, 7.38, 365.26) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.506949
(332.36, 7.38, 365.26) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.502408
(332.36, 7.38, 365.26) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.499138
(332.36, 7.38, 365.26) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.497139
(332.36, 7.38, 365.26) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.496406
(332.36, 7.38, 365.26) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 6.420693
(332.36, 7.38, 365.26) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 6.422473
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.409204
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.471999
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.537853
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168541
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499324
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844449
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218884
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636983
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133018
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38978
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17268
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.47511
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.41184
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.3838
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.41681
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.50054
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.73176
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.06191
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.94196
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.92682
Ë(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.92465
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.03089
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.242
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.68911
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.406332
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.469006
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.534731
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16973
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500637
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845592
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220131
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647516
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144854
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44406
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05707
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.46874
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.40685
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.37882
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.41271
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.49637
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.72942
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.05567
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.93674
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.92161
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.92012
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.02628
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.23901
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.64495
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.403777
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.466343
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.531953
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170907
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501915
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846805
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221493
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658089
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156707
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34348
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94407
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.46499
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.40409
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.37607
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.41062
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.49424
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.72873
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.052
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.93385
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.91872
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.91781
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.02392
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.23813
È(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.60418
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.401537
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.464008
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.529517
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172075
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503218
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848147
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222939
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668677
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168614
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24501
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83358
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.46385
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.40355
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.37553
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.41052
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.49415
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.72969
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.05088
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.93329
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.91816
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.9177
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.02381
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.23936
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.56677
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.399612
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.462002
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.527424
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173234
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504518
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849561
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231492
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679317
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180522
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14865
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72556
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37429
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.40524
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.37721
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.41243
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.49609
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.7323
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.05232
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.93506
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.91992
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.91981
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.02596
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.2427
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.53268
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.398
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.460321
á(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.525671
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174412
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505816
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851077
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241053
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689953
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192496
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.966961
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.968943
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.940318
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.860138
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.714683
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.374571
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.50006
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.73656
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.05632
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.93915
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.92401
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.92413
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.03036
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.24817
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.50187
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.396701
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.458967
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.52426
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.688996
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.581013
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.465436
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.16242
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.057981
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.998254
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 8.970823
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 8.945273
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 8.953836
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.015144
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.119731
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.37689
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.50607
(332.57, 7.44, 364.32) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 11.74246
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.06289
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.94557
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.93043
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.93067
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.03702
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.25575
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.47432
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.395714
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.457939
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.523187
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.713509
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.175059
é(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.212387
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.207767
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.113828
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.98466
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.764377
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 8.94333
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 8.982765
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.044549
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.142487
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.563242
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.591657
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.577133
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.564136
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.511677
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.502541
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 11.93943
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.04595
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.26547
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.45
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.39504
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.457237
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.522455
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.012482
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.114828
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.222477
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.255115
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.172339
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.041255
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.566217
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 8.978049
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.013415
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.501815
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.556794
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.63979
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.708438
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.693684
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.680482
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.634457
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.496268
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.399754
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.05715
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.27732
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.42888
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.394678
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.456859
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.522061
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.022223
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.125013
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.233141
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.304524
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.233616
é(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.414875
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.575698
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.014806
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.428612
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.53463
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.658003
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.743487
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.83042
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.815425
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.802008
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.769317
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.626414
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.490109
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.07063
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.29131
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.41095
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.394628
