¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Â(381.90, 6.97, 355.00) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.62087
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.32288
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.29238
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.19729
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.18803
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.07276
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.08605
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427946
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695582
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.98563
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.297907
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.640971
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.019521
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.439265
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.907207
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.432035
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02466
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69897
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47294
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37022
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4226
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67381
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18574
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.04897
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69456
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07262
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.42684
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.39273
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.30801
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.29874
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.18304
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.19643
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416881
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.683518
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972579
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.283601
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625222
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.002102
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.419903
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.885562
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.407682
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.997066
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66745
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4366
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32787
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37263
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.61397
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.11283
®(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.95817
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57109
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0688
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.56981
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.54158
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.42437
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.41509
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.31244
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.405815
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671455
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959561
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269332
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609516
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.984736
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.400602
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.863991
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.383422
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.969584
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63607
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40044
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28575
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32296
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55454
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04045
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86815
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44882
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06757
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.5055
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.49474
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.43421
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.394746
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659391
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946574
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255099
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.593853
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.967422
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.381369
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.842498
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.359257
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.94222
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60484
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36445
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24386
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27359
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49551
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.96864
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.77892
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.05654
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38273
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.6093
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.59541
’(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.70985
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383678
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64733
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.93362
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.240908
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.578241
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.950166
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.362201
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.821088
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.33519
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.914978
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57375
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32866
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20222
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22454
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4369
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8974
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.6905
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.94389
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05295
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.74301
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.72908
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.83568
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.372617
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.635275
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920707
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.226761
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.562682
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.932973
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.343105
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.799765
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.311229
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.887863
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54283
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29307
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16082
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17581
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37872
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82674
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.60287
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.83241
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15337
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.88292
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.86895
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.96727
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361559
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62323
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907833
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212661
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.547173
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.91584
’(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.324085
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.778529
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.287374
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.860879
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51206
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25768
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11968
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12741
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.32097
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75665
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51605
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.72209
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99941
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.02919
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.01518
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.10474
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.350512
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611195
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.895001
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.198609
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.531723
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.898777
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.305144
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.757388
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.263632
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.834031
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48146
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22249
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0788
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07935
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26365
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68715
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.43005
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.61295
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84732
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.182
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.16795
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.24827
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339474
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.599175
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.882214
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.184608
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.516331
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.881782
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.286281
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.736341
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.240005
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.807321
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45103
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18751
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03818
¼(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03162
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20678
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61825
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34487
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.50499
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.28463
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.48631
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.55281
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.8218
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.98425
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.74352
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.74848
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.75827
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.91948
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.328449
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58717
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.869343
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.170661
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.501002
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.864856
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.267506
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.715397
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.216495
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.780754
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42077
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15275
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99784
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98423
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15036
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54994
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.26051
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.3982
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.14514
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.71912
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.67947
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.67838
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.70545
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.72398
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.74732
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.77554
(380.97, 6.92, 354.72) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.80867
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31744
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.575182
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.856246
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.156771
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.485738
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848007
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.248817
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.694554
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.19311
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.754336
•(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3907
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11821
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95777
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9372
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09439
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.48224
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.17699
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.29259
(380.97, 6.92, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.00741
