¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(399.26, 14.28, 244.36) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.07708
(399.31, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00841
(399.31, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353894
(399.31, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692139
ø(399.31, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044205
(399.31, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431799
(399.31, 14.29, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.544141
(399.31, 14.29, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.245628
(399.31, 14.29, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.223508
(399.31, 14.29, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.203101
(399.31, 14.29, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.184387
(399.31, 14.29, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 9.557137
(399.31, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60271
(399.31, 14.29, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.42166
(399.31, 14.29, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.30623
(399.31, 14.29, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.29387
(399.31, 14.29, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.28354
(399.31, 14.29, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.27523
(399.31, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.21403
(399.31, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.21206
(399.31, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.21305
(399.31, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.21701
(399.31, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.22395
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029036
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280429
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555008
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856112
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187679
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554501
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956632
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384597
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85102
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30491
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.622606
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.594043
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.567508
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.542974
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.520417
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.499815
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.481147
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.464392
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.449536
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.436563
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.86889
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.04734
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.03866
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.03216
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.0278
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.0256
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.02555
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.02764
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021049
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271724
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545493
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845658
ş(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176149
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541694
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948117
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380409
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836334
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288605
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.543109
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.514789
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.488482
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.464159
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.441796
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.421373
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.402866
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.386258
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.371532
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.358674
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.78138
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.95617
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.94758
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.94113
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.93682
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.93465
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.93461
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.9367
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.013087
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263027
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535983
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835192
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164605
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528909
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933877
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376239
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821925
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273602
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.466744
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.43866
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.412571
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.38845
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.366275
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.346023
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.327673
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.311204
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.296603
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.283857
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.69484
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.8686
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.86008
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.8537
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.84943
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.84729
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.84725
ö(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.84933
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00508
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254306
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526443
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824708
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153032
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516067
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919546
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370548
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807848
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276497
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.393413
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.365553
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.339673
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.315748
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.293753
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.281349
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.273577
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.267622
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.26348
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.261146
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.60926
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.7845
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.77606
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.76973
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.76551
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.76339
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.76336
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.76544
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.997069
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245574
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516872
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814206
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141453
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503248
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905252
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354491
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810506
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279579
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.58966
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.572464
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.557188
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.543819
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.532345
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.522751
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.51503
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.509173
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.505176
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.503035
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.52465
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.70377
ğ(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.6954
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.68913
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.68494
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.68285
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.68283
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.6849
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989038
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236838
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5073
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803704
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129865
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490395
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890925
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333699
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813526
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282902
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.807124
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.828918
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.813513
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.800065
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.78856
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.778985
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.771334
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.765594
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.761766
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.759843
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.44101
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.6263
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.61799
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.61178
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.60763
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.60555
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.60554
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.6076
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980989
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228048
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497702
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793169
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118242
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477532
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874065
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312044
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788598
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286453
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811086
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.10149
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.08596
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.07245
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.06093
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.05139
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.04382
ì(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.03823
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.03459
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.03292
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.35834
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.64089
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.64534
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.65187
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.66048
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.67119
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.68401
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.69895
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.972937
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219254
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48812
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78263
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10662
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463958
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854762
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290446
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763041
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290236
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815332
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40549
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.37602
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.36244
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.35093
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.34145
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.334
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.32857
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.32516
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.32376
(399.35, 14.29, 244.35) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.32438
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.95006
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.95499
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.96206
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.97128
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.98266
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.9962
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.01193
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964873
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210489
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478523
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772086
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094999
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446667
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835537
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26894
