¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ú(377.07, 16.38, 289.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.309316
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.260308
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.400002
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.550085
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.711719
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.885346
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.072479
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.275589
ë(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93446
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189715
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469199
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776526
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115938
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492731
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913242
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38552
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930637
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57614
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28869
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06612
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.782965
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.889782
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.003611
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.12513
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.255113
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.394437
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.544111
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.704169
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.876455
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.062863
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.265156
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.485403
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178596
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457035
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763142
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101185
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476294
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894906
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364866
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901768
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.542899
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25032
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03002
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.77913
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.885707
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.999273
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.120505
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.25017
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.389144
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.53714
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.696256
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.867922
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.053636
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.255147
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.474509
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167596
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44546
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7504
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087091
ñ(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460699
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87745
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345279
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874085
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511083
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21359
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99578
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.775489
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.881839
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.995156
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.116114
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.245411
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.382703
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.530086
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.688671
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.859744
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.044794
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.245558
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.464073
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154967
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433277
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738343
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073785
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445878
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860918
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326728
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852984
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480708
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17848
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96343
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.772042
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.878177
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.991259
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.111729
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.239529
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.37641
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.523335
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.681413
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.85192
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.036336
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.236386
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.454093
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142922
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420037
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72473
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061181
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431875
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845331
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309164
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833116
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451703
ã(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14504
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93289
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.768788
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.874721
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.987224
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.106465
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.23391
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.370397
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.516888
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.674482
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.84445
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.02826
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.227629
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.444567
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131423
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407429
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710853
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045891
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417655
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83058
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292608
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814404
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424054
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1132
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90417
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.765728
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.871017
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.982513
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.101447
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.228551
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.364664
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.510741
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.667875
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.837328
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.020564
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.219285
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.435491
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.120426
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39545
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697667
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031304
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401479
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81436
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277039
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796816
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3978
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08294
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87723
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.762337
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.866802
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.978031
Ü(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.096671
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.223454
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.359211
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.504894
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.661591
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.830556
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.013246
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.211353
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.426864
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.109991
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383993
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685083
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017471
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386108
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797203
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258498
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779594
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37288
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05422
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84467
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.758568
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.862801
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.973777
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.092138
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.218616
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.354036
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.499346
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.655628
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.824132
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.006305
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.203829
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.418681
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.653188
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373185
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673227
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004299
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37151
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780937
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24019
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758934
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349283
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02708
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81306
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.755
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.859014
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.96975
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.087848
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.214037
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.349139
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.494096
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.649987
Õ(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.818054
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.999737
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.196712
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.410944
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.644743
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362915
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661978
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991894
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357728
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765545
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222941
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73938
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326989
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00142
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78322
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.751632
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.855438
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.965948
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.0838
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.209716
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.344518
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.489142
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.644664
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.812321
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.993543
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.19
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.403646
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.636781
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353272
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651329
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980156
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34472
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751045
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206648
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720988
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306015
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977256
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75516
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.748463
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.852076
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.962373
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.079993
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.205653
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.340172
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.484485
(377.01, 16.37, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.63966
