¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(386.89, 7.11, 357.79) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.70651
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46586
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39301
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37539
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59423
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8299
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7008
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.927
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81075
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.648783
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838552
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042741
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263023
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501287
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759742
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041017
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348218
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685031
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055822
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465997
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921961
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.431786
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00549
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65572
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42571
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34027
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31645
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52034
‰(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69064
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51695
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36591
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65724
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639962
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.829076
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032588
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252003
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489343
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746803
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026966
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332839
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668149
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03722
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445354
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899012
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406063
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976491
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62275
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38637
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28869
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25899
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44813
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55559
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06602
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09944
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50833
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.631299
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.819801
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022597
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241249
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477742
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734159
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013161
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317794
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651636
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019019
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425217
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876579
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380949
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948149
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59059
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34783
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23822
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20293
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37758
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45392
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63734
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90582
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36384
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.621796
†(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81076
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012802
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230719
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466307
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721777
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999699
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303053
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635474
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001245
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405495
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854637
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35638
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.920477
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55913
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31008
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18887
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14826
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3087
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41132
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36486
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71845
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22376
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.612225
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.801851
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003239
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220404
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455143
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709673
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986532
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288671
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619678
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983852
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386254
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833208
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332415
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.893442
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52846
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27165
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14059
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09503
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24694
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37107
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22385
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53711
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08791
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.602821
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793059
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.993885
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210325
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44424
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697846
‚(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973633
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274599
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604259
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96683
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367468
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812304
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308988
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867064
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49852
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23104
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09337
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04318
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18793
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33314
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0887
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46182
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95624
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.593585
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783151
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984757
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200453
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433592
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686265
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96106
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26087
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589191
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950232
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349102
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791873
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28616
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841352
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46933
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19131
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04723
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99265
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1303
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2975
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04943
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40142
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81823
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584507
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773402
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.975828
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190784
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423152
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675004
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94874
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247436
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574463
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934047
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331171
…(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771943
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263868
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816295
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44089
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14995
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00218
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94346
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07405
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26418
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01272
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34413
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.604
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85377
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.575605
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763848
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966443
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181416
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413019
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663938
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936772
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234353
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560131
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918246
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313725
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752523
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242126
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791809
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4132
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05245
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95814
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89561
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01328
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23309
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97849
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28989
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3465
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07048
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.566894
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.754483
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956359
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172219
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403066
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653203
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925068
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221572
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546145
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902843
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29665
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733604
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221002
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768032
ş(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3862
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9568
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91513
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84904
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67363
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20427
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91662
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23864
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09675
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83286
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55833
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.745301
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.946459
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163252
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393386
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64269
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91364
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209105
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532476
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887829
(386.67, 7.10, 357.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280084
