¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
˜(333.08, 7.23, 328.95) (329.28, 1.60, 297.58) (0.81, 2.16, 0.81) Human 15.8415
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826385
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933599
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04604
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164019
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287976
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418298
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55543
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699884
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831104
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958365
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225422
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665532
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164428
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734601
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.609497
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.729247
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.856373
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.957782
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.04387
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.134009
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.228511
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.312455
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.395459
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.482188
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.572868
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.667718
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766998
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.870961
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979937
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094243
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21425
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340366
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47295
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612538
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759624
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903962
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03405
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445488
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913742
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4466
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69948
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.619038
‚(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.739376
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.867074
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.994413
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.081951
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.173631
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.268792
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.349534
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.43386
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.521971
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.614106
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.710476
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.811407
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917121
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027948
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144207
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2663
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394639
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52964
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671752
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821587
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979673
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240124
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689579
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240101
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87737
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.628948
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.749812
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.878142
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.014615
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.121152
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.214489
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.305855
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.387871
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.473537
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563091
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.656732
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.754743
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.857352
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964868
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077667
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19597
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320271
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450921
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588405
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7332
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890395
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060384
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533497
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059649
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666634
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25526
ƒ(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.639117
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.760593
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.889611
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.026761
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.161588
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.256583
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.344091
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.427438
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.514558
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.605606
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.70084
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800509
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904916
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014333
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129102
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252156
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385906
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526772
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675331
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83222
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998031
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38575
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889448
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468614
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7492
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86036
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.649632
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.771726
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.901373
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.03929
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.186194
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.299939
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.383595
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.468349
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55692
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.649544
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.747097
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.854568
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967285
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085685
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210103
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340952
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478704
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623962
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77718
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939054
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146227
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728518
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282061
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922894
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26427
ƒ(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.660421
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.783188
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.913525
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.052181
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.199936
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.341853
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.428153
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.519927
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.615939
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.716509
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.82191
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932452
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048437
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170301
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298422
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433292
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575336
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725148
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88329
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050494
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575992
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105842
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717188
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13017
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8479
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.671605
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.794981
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.926011
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.067433
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.222887
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.38822
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.494608
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.588917
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.687625
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.791056
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.899463
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.013235
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.132712
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258204
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390275
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529313
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67588
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830552
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99392
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248531
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938953
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523151
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92563
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53563
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46607
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.68307
‚(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.810812
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.948925
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.096209
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.253589
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.420662
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563417
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.660368
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761925
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868354
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97998
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097111
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220181
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349595
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485799
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62929
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78062
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940417
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109342
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729558
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339592
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987024
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26129
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96016
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93664
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.705534
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.836733
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.976502
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.125597
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284973
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.453835
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.632421
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734388
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838932
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948483
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063462
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184216
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31111
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444616
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585205
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733367
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889754
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054993
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165531
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783952
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03323
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63029
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32508
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.73046
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.863236
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.004654
‚(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.155611
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.317052
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.487781
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.668746
(331.86, 7.21, 327.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.811143
