¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ó(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.311971
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848705
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38452
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98423
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12254
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25762
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39828
û(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54478
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69739
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85641
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02221
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37214
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78667
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32733
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68922
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.15886
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977925
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378975
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82437
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321634
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846737
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38227
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98176
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13532
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27074
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41177
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55864
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71165
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87115
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0747
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54868
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96992
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51141
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90404
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.41235
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964641
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364276
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807957
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30325
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844507
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37987
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97899
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14966
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28551
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42697
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57428
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72778
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90997
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13561
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7307
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15788
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70008
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12311
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.6716
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951059
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34924
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791203
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.284489
ÿ(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830398
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37717
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97599
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16567
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30197
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44389
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59169
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75332
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97078
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19891
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91844
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32017
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8934
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34654
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.93674
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937208
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333876
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774099
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265338
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811076
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37429
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97274
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18335
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32012
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46254
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61089
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81402
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03396
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26467
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11213
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48055
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0916
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.35254
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.34706
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923073
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318239
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756672
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245836
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791441
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37114
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96923
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20263
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33993
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48296
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66485
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87706
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09954
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33295
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31203
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64457
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27328
ó(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.319
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.84879
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908673
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302317
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738923
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225936
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771549
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35281
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96551
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22361
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36152
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52278
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72767
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9424
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16753
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49042
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51834
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81228
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42365
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28912
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.37493
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894028
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286068
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720842
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205675
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749633
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33002
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96153
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24625
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38746
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58549
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79286
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01017
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23806
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67166
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67888
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98378
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57726
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25389
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.87139
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879119
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269552
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702454
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185109
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72646
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30691
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95729
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27061
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44997
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6504
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86033
ó(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08036
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31116
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85842
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79562
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1592
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76619
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.23651
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.28509
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863949
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252758
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683788
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164211
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702919
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28356
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93127
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32081
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51466
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71763
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93023
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1531
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38692
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05091
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92841
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33858
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96711
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.22234
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.7553
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848534
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235686
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664804
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142985
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67901
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25988
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90443
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37599
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58163
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78717
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00254
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22839
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46534
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24418
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08907
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51438
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17212
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.22907
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.24405
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832887
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218368
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645546
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12146
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654781
û(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2359
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87727
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3936
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64578
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85916
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07741
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30631
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54656
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35579
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25346
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65234
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3813
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.46267
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816994
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200791
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626019
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099592
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.630223
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21168
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84981
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41252
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66562
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93261
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15485
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38697
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6306
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47011
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42169
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79058
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5668
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.70616
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800861
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182972
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606189
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077423
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605286
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18719
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82204
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43278
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68684
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95487
(334.84, 7.32, 347.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23495
