¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.87033
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15374
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.609498
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.123586
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.705196
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35515
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07699
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89821
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85192
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84371
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26571
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99289
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04938
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64112
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.744164
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.964141
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201153
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455332
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732616
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036223
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.371721
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740283
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.148945
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.6043
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.118696
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.699233
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34864
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06937
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89059
®(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84513
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96491
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30186
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98027
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02517
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59323
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.742621
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.96247
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198594
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452548
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.729575
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032887
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368227
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.736416
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.144284
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.599245
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.113926
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.693453
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34242
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0621
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88338
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83882
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95744
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29287
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9138
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00229
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54687
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.74112
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960844
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196109
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449843
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72662
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029646
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.364837
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732666
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.139769
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.594334
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.10928
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.68786
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33648
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0552
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87659
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83299
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95054
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28458
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.90242
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.88193
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50194
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.739662
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.959264
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193696
 (434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447218
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723751
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.026505
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361555
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.729033
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135397
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.58957
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.104755
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.682453
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33083
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04866
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87022
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82765
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94421
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27697
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89188
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.86285
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.21172
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738246
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95773
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191357
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444672
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720971
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023719
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358375
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.725517
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.131169
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.58495
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.100355
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.677234
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32547
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04248
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86426
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82278
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93845
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27004
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88219
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.84503
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.18921
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736871
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956234
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189089
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.442204
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.718277
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.021019
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.355302
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722117
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.127086
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.58048
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.096039
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.672198
›(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32039
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03665
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85871
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8184
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93326
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2638
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87333
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.82847
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.16828
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.34582
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735539
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954213
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186896
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439817
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715669
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.018405
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352334
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.718833
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123147
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.576152
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.091763
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.66735
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3156
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03119
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85358
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8145
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92864
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25825
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86533
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.81315
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.14895
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.30559
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.734251
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95226
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184777
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437512
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713151
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015877
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349473
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71567
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.119354
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.571973
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.087654
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.662691
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3111
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02608
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84886
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81108
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9246
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25339
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85816
 (434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.79909
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.1312
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.26744
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.733006
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950374
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182731
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435286
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710721
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013435
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346718
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.712624
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.115707
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.567942
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.083711
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.658219
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30688
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02134
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84456
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80815
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92112
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24921
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85184
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.78626
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.11504
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.23134
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731802
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.948557
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18076
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433142
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708379
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01108
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344073
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.709694
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.112205
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564058
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.079933
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.654019
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30294
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01695
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84067
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8057
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91821
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24572
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.84661
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.77468
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.09949
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.19727
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.730643
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946809
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.178864
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431078
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.706123
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008811
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.341533
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.706886
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.10885
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.560323
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.07632
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.650529
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2993
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01292
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83719
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80372
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91588
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24291
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.84245
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.76435
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.08431
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.16441
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.729527
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.945129
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177042
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429096
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.70396
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006629
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.339101
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.704194
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.10564
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.556734
(434.33, 14.20, 308.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.072873
