¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
´(338.26, 7.42, 335.34) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 7.878199
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31675
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37465
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45084
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07934
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43268
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506607
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733116
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9796
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243287
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518041
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790473
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085036
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404408
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76186
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.02515
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.144533
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.507999
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.928464
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42679
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98723
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59378
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2696
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08273
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27023
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.52852
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54913
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25578
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44377
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503603
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732006
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978391
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241045
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518736
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793354
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088119
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407798
¡(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.677135
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762275
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.106023
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.50097
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.920778
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42776
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97346
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60662
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29515
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06246
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22364
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68679
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6512
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43702
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45867
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502695
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731021
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977357
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239008
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51654
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796577
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091628
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.313279
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.40879
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.69842
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.102663
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.494663
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913887
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42955
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96025
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6205
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31282
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04276
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17698
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68814
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77667
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62309
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47736
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501957
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730227
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976471
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237188
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514588
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80016
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899106
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.040136
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.332703
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.695814
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.0998
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.489083
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.907783
”(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43217
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95996
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63544
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32479
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04677
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22973
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.67605
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93401
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81418
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49992
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501296
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72949
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97573
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235568
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489965
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.524574
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.705892
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.004196
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.332826
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693659
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.097434
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.484222
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.902471
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43562
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96377
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65144
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33783
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07985
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28513
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.66253
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09649
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01043
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48566
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500813
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728979
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975121
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988686
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.152996
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391394
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.702426
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.004713
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.333388
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.691957
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.095563
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.480081
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.897945
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43483
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9685
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6685
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35194
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11449
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3424
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64756
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19544
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21193
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45361
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355962
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462753
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.636073
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838438
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101353
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38679
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703279
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.005636
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.334393
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.690703
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.094187
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.483416
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.894206
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41235
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97415
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68664
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36713
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15069
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39487
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62172
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18642
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39591
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4255
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.139023
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.353387
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584595
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.834723
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097331
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.382419
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.697938
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.006965
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.335835
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.689901
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.093307
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.48928
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.891251
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39037
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98072
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68372
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3834
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18846
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37403
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55888
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18039
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57371
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40137
„(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135632
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.349737
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.580655
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830597
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093525
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378284
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.692699
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.008698
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.337721
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.689549
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.092918
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.496017
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.889082
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36888
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98822
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6724
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40075
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22461
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35387
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49569
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17729
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50541
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35909
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.132374
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.34623
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.57687
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826519
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089935
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374386
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.687572
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.010837
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340046
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.691836
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.093031
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.503628
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.887695
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3479
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99663
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66172
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42465
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24563
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.33441
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43223
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1771
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40228
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23343
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129251
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342869
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573244
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822604
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.086562
†(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370722
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.682554
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.013381
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.342813
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.695406
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.093635
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.512116
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.887093
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34455
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00598
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65168
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44985
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2679
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31564
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36847
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17982
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31076
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11257
