¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
÷(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.38267
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07181
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3598
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4413
·(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697409
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926377
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123073
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332728
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556623
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796201
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053064
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373918
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759837
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879682
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004605
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134912
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270885
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412836
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561102
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51773
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1236
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38202
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65508
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94394
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24169
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54037
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440911
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696247
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91363
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109536
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318333
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541284
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779793
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035519
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334656
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716686
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835214
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958764
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087622
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222057
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362391
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508926
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.870522
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7823
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24162
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50771
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78906
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08692
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4027
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440525
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695817
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912481
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097264
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304465
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5265
³(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763998
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0186
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296111
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675227
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79248
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914715
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042158
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175144
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313927
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458844
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610255
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23522
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96803
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36591
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64009
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93027
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2377
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56392
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440142
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695404
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91475
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099691
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296223
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512286
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748821
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002343
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274693
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635418
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751446
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872405
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998549
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130112
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267427
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41079
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.560569
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717105
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57215
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16267
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4968
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77965
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07917
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39678
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43979
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695007
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91239
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102589
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299313
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50873
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734233
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986732
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257931
¶(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597203
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71209
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831846
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956705
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086943
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222836
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364746
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512938
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667813
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966928
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7537
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35891
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63479
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92679
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23629
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439421
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693981
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90609
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106009
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302921
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51257
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736183
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975092
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241883
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558634
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67437
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792953
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916607
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045573
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180139
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32062
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467333
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620641
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780935
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33972
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94429
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49547
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78032
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08208
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4022
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439074
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688387
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900131
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109881
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307058
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516978
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740854
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980088
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236236
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519414
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638242
±(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755731
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878227
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005987
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139277
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2784
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42371
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575523
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734239
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90027
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55325
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14473
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63947
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9339
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24605
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438731
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683101
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894439
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114282
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3117
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521916
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746124
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985719
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242253
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507831
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624131
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730245
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841528
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968131
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100207
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.238057
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38201
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532422
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689632
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854064
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06826
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74073
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35596
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79146
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09607
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4384
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678071
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889075
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115274
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316898
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52742
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751985
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991966
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24894
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497398
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631822
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738138
¸(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848866
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964181
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084364
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209625
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342219
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491265
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647061
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809992
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980494
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36652
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9382
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57905
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95195
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26743
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438078
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673337
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884015
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109862
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322611
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533497
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758445
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998864
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256321
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488185
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625118
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747397
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858387
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974011
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09446
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22002
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350946
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487513
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63005
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778856
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936982
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11392
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55176
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14666
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81345
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12154
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437768
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668881
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879241
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10474
(405.12, 14.30, 245.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328852
