¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (422.65, 14.73, 249.45) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 5.797791
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395749
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789109
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.22836
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.721916
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.275875
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.90521
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62838
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46605
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27512
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45111
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85908
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31112
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38376
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10089
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.09187
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.64788
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.05295
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.89338
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.88526
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.8816
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.867122
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088822
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.074822
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166413
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431994
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722789
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.041571
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395792
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789157
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228415
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.720722
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.272916
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.901826
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62446
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45797
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26361
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43742
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82132
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24545
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20922
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84841
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.47898
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.45345
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.43234
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.01948
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.87673
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.86863
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.86498
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.867857
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089629
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.114811
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.165547
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431048
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721207
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04168
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395933
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789314
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228592
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.718268
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.270133
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.898638
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62025
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45019
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25256
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4243
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77188
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18668
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03915
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60083
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.45073
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.42524
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.40417
ÿ(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.3875
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.97796
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.96984
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.12571
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868675
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090512
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16177
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189058
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430015
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721261
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.041897
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396173
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789582
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227891
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.715969
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.267526
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.895632
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61383
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4427
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.242
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41177
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72421
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12949
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87341
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3581
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.42692
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.40147
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.38043
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.36379
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.35153
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.94553
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.07543
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.869526
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091441
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210682
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224187
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430003
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721538
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042204
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396512
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789961
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.225988
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.713826
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.265076
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.892826
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60766
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43552
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23192
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39983
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76324
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16689
€(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04957
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07439
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.40754
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.38211
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.3611
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.34448
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.93383
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.92574
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.05352
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87044
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.092436
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258949
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25851
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.43033
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721897
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.0426
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39695
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789736
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.224223
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.711828
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.2628
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.888239
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60175
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42864
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22233
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38842
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80349
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21469
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30902
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08081
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.39255
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.36715
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.34616
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.32956
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.91853
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.91045
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.871419
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093489
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.308008
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293935
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430731
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722336
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043084
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397488
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.788282
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.222595
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.709979
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.260702
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.883332
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59609
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42257
ó(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2132
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3776
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82752
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26405
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57708
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18562
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.95882
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.93728
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.92025
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.9077
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.89963
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.653976
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.637142
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.621165
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.60603
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.591716
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.578211
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.565499
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.553567
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.542405
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.531998
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.522336
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.513411
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.505212
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5907
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4172
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20054
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36738
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82488
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44405
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81075
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29414
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.89636
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.93092
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.90532
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.90135
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.97519
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.440694
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.424773
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.409661
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.395339
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.381793
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.369009
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.356974
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.345676
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.335101
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.325236
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.316077
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.30761
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.457813
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58716
Ø(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40554
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34701
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36151
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82279
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65157
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90772
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40349
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.58063
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.92903
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.912
(422.75, 14.76, 249.52) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.89946
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.251527
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.236421
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.22208
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.208488
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.195632
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.183495
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.172067
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.161335
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.151286
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.141914
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.133204
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.249711
(422.75, 14.76, 249.52) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.460635
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58549
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39423
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33374
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36025
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82125
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77305
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9786
(422.75, 14.76, 249.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47548
