¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ (430.82, 11.49, 344.99) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 20.0076
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05728
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53184
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4342
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661336
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17239
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74405
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22299
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62862
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06708
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54249
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55292
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731169
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25024
¸(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83628
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23182
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64202
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11576
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08911
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25956
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801496
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32868
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8709
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27884
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72095
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20162
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98358
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71023
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64059
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872262
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41005
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93936
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35286
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80127
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30013
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1288
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96257
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50914
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946681
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49556
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00893
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42814
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.883
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68563
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24189
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21967
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38053
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02371
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57983
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07963
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50473
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9662
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37712
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35671
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34693
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25467
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10127
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65906
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15151
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58259
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12335
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72824
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47323
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23323
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34513
·(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17939
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73882
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22455
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66176
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48779
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8342
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59156
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39479
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57312
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25803
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81915
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29875
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74226
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87173
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94166
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71161
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58988
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33331
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89999
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37417
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92177
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34874
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0506
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.757
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78883
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40601
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98133
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45081
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26384
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44799
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09244
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86493
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99163
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47912
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06318
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52864
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6229
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48739
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13227
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04526
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37962
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55254
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14546
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69636
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84396
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52379
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17236
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22741
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58803
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62634
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2282
µ(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01504
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97236
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56037
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21274
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3497
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.735
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70039
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31133
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13237
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01258
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5972
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25337
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99015
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88305
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77476
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39632
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24306
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04729
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63422
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29422
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28293
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84938
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48995
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35412
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08225
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67148
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44502
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97987
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92424
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58571
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46542
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11748
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70893
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5997
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67268
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99926
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68154
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57693
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15297
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74659
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75509
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36238
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0745
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77735
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64497
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18868
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78443
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.959
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04998
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15211
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87311
·(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67789
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22466
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8235
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19365
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94928
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23453
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96879
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71102
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26087
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88248
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36734
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99041
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31708
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06423
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74436
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29733
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03805
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40594
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03235
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3997
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1595
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77789
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38896
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22558
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44528
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07509
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48234
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2544
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81613
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51195
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4234
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48536
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11871
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56499
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33065
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92775
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63667
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62326
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52621
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16315
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6476
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39281
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04081
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77623
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82505
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56783
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26761
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73012
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49566
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15524
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92525
¸(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01778
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6102
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45211
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81445
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59965
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27115
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07646
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05752
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75418
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67413
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9046
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70482
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38843
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22982
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12263
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91713
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90133
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99466
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81114
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50712
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38537
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27188
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08326
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13388
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08459
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91868
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64433
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54052
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42385
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25662
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37192
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1743
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0273
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78432
(430.98, 11.74, 343.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6891
