¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(418.95, 14.19, 318.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53965
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.69353
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.240213
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.900798
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.620066
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50516
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4433
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55766
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87891
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70241
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30906
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58356
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.542062
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.687479
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.845347
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.015232
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.194363
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.386459
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.594443
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.833503
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090312
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32491
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584858
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942541
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.302522
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.698169
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.236475
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.90237
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.61999
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4921
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42707
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54022
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85512
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66604
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21709
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2178
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.540705
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.685863
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.843548
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.013295
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.193257
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.385266
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.593151
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830794
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092384
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329431
¿(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.585083
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942792
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.310592
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703129
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.236719
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.904399
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.620515
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47976
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41169
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45559
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83277
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63148
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14432
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85337
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.539501
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.684574
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.841916
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.011539
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.192366
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.384303
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.592109
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.828313
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.089666
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334394
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.589935
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943341
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.319201
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.708413
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.242774
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.906886
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.621644
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46815
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39718
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43843
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81192
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59872
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07812
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46394
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.53845
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.683449
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.840451
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.009964
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.191691
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.383574
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.591319
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826062
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0872
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339801
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595805
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.944187
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328351
Á(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.714022
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.249202
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.909832
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.623375
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45726
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38353
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42246
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79249
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56764
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01447
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2102
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.537551
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.682489
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.839155
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.008567
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.191229
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.383076
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.590781
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824038
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084983
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.345651
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602159
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.945331
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338039
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71995
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.255994
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.913233
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.625712
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44709
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27324
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40768
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77454
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53834
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95345
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85288
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.536806
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.681692
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.838026
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.007353
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.19001
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.382811
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.590492
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822243
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083016
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35195
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608997
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946773
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347571
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.726205
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.263168
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917093
É(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.628652
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43764
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26313
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39408
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75801
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51076
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89498
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35622
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.536215
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.681058
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.837064
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.006316
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.188893
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.382776
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.590455
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.820676
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.081301
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.358694
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.616322
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.948509
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349521
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732781
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.270708
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921412
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.632194
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42891
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25274
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38167
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74292
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48491
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83901
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88334
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.535777
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.680589
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.836269
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.005462
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.187972
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.382975
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.590671
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.819337
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079835
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36589
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624135
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950548
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.351805
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741715
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.278624
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.92619
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.636344
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42089
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24332
Ğ(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37043
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72926
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46077
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78553
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57362
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.535491
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.680284
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.835642
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.004786
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.187243
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.383404
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.591134
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818227
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078618
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364707
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632439
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.952881
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.354425
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754857
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.28691
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.93143
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.6411
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23851
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23491
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36036
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71703
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43832
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7345
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3671
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88308
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.535359
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.680141
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.835447
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.004292
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.186708
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.384015
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.59185
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.817496
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.077651
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363643
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641234
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.955514
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.357377
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.768616
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.295571
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.937127
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.641915
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23717
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22743
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35146
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70621
Ù(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41756
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66961
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16777
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52407
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.53538
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.680164
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.835472
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.003978
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.18637
(418.98, 14.06, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.383649
