¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™ (403.29, 14.86, 310.87) (383.20, 8.50, 303.34) (0.81, 2.16, 0.81) Human 5.352622
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.004991
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344182
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719474
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.136858
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584696
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.100119
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30855
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03113
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86814
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80141
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88568
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19398
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99692
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48299
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50396
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.318056
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.508296
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709546
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927736
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16493
Ü(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423202
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705427
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005317
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344367
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719679
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.137088
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589458
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704547
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31724
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04372
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88274
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81754
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90472
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20343
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16648
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54405
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.572
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.316731
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.508025
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709256
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927308
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164466
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422696
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704871
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007052
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344768
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.720125
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.137583
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.594544
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707671
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32705
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05462
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89497
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82695
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91741
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21391
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18646
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49019
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50577
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.315493
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.507123
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.70909
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927014
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164148
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422348
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704492
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.00902
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.345386
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.720809
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138346
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.599955
ñ(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706922
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33243
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0608
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8979
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82564
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92737
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22543
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07982
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35475
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.314342
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.505882
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709054
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926856
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.163975
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42216
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704287
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.011221
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346219
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.721731
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.139373
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16767
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706577
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33823
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06747
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89741
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82505
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9381
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.238
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9747
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22391
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.31328
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.504737
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709144
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926832
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.163949
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422132
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704255
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013654
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347266
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722892
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.140669
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167749
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706666
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34444
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07458
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89751
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82517
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94958
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23392
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8711
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09746
Ù(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.312305
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.503686
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709363
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927061
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164069
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422264
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704399
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013891
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348529
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.724292
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142229
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168219
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712196
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35106
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08219
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89829
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82604
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96181
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19781
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76901
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97539
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.311419
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502729
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.70949
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927434
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164335
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422553
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704716
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014238
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350006
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.725932
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.144055
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16901
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718329
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35808
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09027
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89961
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82763
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97481
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1634
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63637
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85089
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.310622
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.501869
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.70856
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927948
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164748
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423003
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705209
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01478
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.3517
ù(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727808
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689301
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170194
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724848
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36548
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09877
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90161
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82997
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98854
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13064
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48553
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67718
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.309912
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.501103
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.707732
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928597
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.165306
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423611
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705873
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015511
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.355122
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.729925
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690695
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171726
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731722
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37331
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10285
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90421
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83837
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00306
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09947
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3393
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50895
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.309291
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.500434
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.707007
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.929387
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166011
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42438
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.706715
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.016436
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.35765
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73228
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69241
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173648
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738956
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38157
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10564
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90746
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85118
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01832
ë(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06997
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19745
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34079
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.308759
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.499859
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706386
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93023
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166862
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425309
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707729
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01755
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358881
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261211
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69444
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17966
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746553
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3902
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10896
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91129
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8646
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03432
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04646
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0525
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17264
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.308314
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.49938
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.705868
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.929667
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167955
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426395
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708918
(402.50, 14.90, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.018856
