¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478386
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62499
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.741373
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.701272
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.905188
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.898372
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.644948
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.751941
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.156071
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.139902
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.658365
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.648287
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.639531
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.632091
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.625941
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.621082
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.617876
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.617595
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.618605
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.620905
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.624501
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.629932
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.637075
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.645531
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727696
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969944
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231804
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515604
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84456
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607088
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.766073
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.72398
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.926092
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.919488
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.667968
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.744286
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.188722
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.173217
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.686264
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.676159
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.667383
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.659908
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.653737
Ñ(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.648871
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.64657
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.646313
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.64735
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.649686
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.653321
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.658258
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.665283
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.673801
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698702
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938701
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197982
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478933
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828554
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58774
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.793973
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.748153
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.948431
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.941857
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.690869
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.736838
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.072999
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.135677
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.715705
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.705572
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.696753
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.689252
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.68307
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.678351
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.676816
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.676584
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.677652
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.680024
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.6837
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.688685
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.695044
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.703631
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670071
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907836
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164633
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442741
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811306
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56695
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.824433
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.773814
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.826948
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.872543
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.715157
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.777805
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.906185
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.971191
İ(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.746718
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.736535
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.727685
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.720166
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.713972
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.710163
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.708649
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.70844
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.709541
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.711951
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.715672
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.720709
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.727066
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.735047
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641811
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877362
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131711
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407074
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.300124
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.129573
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.093358
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.058879
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.782844
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.774194
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.740852
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.732872
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.747567
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.839677
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.779318
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.769097
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.760221
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.752684
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.746478
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.743594
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.742099
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.74192
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.743054
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.745505
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.749273
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.754364
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.76078
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.76853
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613922
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847324
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099254
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.242934
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.006908
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.977602
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.94989
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.923739
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.919818
ß(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.032907
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.763789
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.737715
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.733118
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.744094
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.860053
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.803299
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.794399
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.786842
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.781476
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.77868
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.777209
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.777057
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.778228
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.780722
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.78454
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.789687
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.796168
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.803988
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586394
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81768
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067198
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.075034
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.037016
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.005832
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.978005
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.95267
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.934416
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.917603
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.971245
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.170737
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.759196
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.752885
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.764874
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.839183
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.830255
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.822679
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.818241
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.815463
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.814014
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.813895
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.815104
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.817643
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.821512
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.826721
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.833269
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.841164
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559216
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788406
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035636
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.10814
â(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.069907
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.035669
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.007719
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.983684
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.965374
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.948513
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.934336
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.070512
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.773501
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.781814
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.782099
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.909361
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.867832
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.860845
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.856744
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.853982
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.85256
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.852473
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.853722
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.856308
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.860234
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.865504
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.872123
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.880098
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532389
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759522
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004488
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.14302
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.10453
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.068753
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.040337
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.01633
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.997963
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.983218
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.971979
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.973587
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.269421
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.827264
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.806478
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.859035
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.907171
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.86162
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.852868
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.866715
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.89289
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.892837
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.894129
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.896765
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.90075
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.906086
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.91278
ß(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.920837
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505937
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731095
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973774
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.186393
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.143629
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.108352
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.077876
(328.55, 7.27, 379.55) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.054503
