¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¡(335.81, 7.28, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.360001
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07355
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95747
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20141
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31862
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40495
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.754727
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.998289
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264605
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557051
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879534
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241487
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655927
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109517
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616767
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210401
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946482
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81269
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90803
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7125
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71378
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94335
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13129
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22392
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3214
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.758874
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002779
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269556
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562492
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885542
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248781
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663628
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113538
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621374
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217394
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95469
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82246
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91326
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61978
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41761
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94367
…(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02437
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13741
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24005
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.762958
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.007224
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274457
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567873
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891464
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255914
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667093
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117424
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625793
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224122
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962499
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83174
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83258
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52905
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13181
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94305
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9117
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08613
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95873
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52475
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766983
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011656
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279247
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573175
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89734
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262943
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670487
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121235
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630111
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230466
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969918
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8405
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75359
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44032
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85585
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89492
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80011
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.986
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54968
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12874
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28398
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44605
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.770951
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.015992
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284023
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578403
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903139
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269846
‡(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673755
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124914
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634278
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236433
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976949
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84882
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67626
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35353
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58932
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81442
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72895
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79426
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15578
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74965
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89964
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05627
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21973
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3902
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56793
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774894
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020264
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288725
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583581
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908842
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274228
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676927
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128497
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638297
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242095
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983574
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8567
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60054
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26856
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33179
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73495
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67186
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60843
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77627
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38656
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5316
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68311
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84128
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00626
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17829
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35762
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54442
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.778731
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024504
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293331
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588664
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914476
…(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276938
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679976
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131925
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642202
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247391
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989799
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86403
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52643
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18549
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08289
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6566
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61398
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42827
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47997
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03865
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17904
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32572
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47888
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63873
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80538
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97914
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16021
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34879
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.784704
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030864
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300135
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595935
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922301
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281846
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685174
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137527
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648162
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252358
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995563
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87093
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.456
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1062
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87481
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62564
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55528
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25361
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28758
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70513
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8411
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98322
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13167
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28664
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44827
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61679
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79274
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97605
‡(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790662
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037358
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307255
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603773
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93088
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287922
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692024
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145178
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656857
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256966
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00096
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81745
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39647
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03962
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91392
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65054
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46687
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55496
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69518
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02682
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03757
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66466
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80908
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95986
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11717
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28123
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45223
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63044
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.796548
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043771
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314288
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61155
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936125
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293955
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698699
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152745
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665447
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261222
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00595
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76318
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33824
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97446
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95249
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64616
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2071
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29229
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38189
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47598
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57467
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62707
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34206
†(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64698
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79996
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95951
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12584
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29917
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.802396
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050164
(335.88, 7.29, 311.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321325
