¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
!(380.58, 10.10, 321.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.078132
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.696686
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.942629
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.212034
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.508354
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.835757
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604489
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069403
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596674
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15073
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883133
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71994
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76223
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81823
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30458
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.919474
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.091144
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.276295
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.47653
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.698899
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.945047
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.214685
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.511273
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.83899
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615497
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081844
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610849
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156815
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885447
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71008
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73717
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75903
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19938
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.923815
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.095817
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.281339
° (380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.481987
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.70122
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.947583
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.217468
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.514338
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.842384
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626585
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094406
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620786
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163232
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887763
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70056
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71194
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70098
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08861
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.928267
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.100609
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.286511
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.487586
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.705719
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.95024
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.220384
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.517553
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.845942
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637846
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107086
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626754
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169923
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890061
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69128
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68648
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6441
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94548
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.93283
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.105523
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.291815
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.493327
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.711953
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.953019
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.223433
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.520912
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.849659
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649185
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119924
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632934
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176949
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892414
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68227
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6389
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59813
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80529
° (380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.93809
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.110556
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.297248
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.499209
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.718339
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.956868
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.226612
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.524416
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260098
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66066
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132886
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639375
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184269
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894729
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67352
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59222
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60974
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66794
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.944534
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.11571
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.302811
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.505232
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.724881
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.963996
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.229924
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.528065
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272241
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672236
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145982
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646092
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191893
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892406
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6651
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57174
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62182
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53343
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.951143
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.120982
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.308503
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.511395
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.731576
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.971292
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.233366
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.53186
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284599
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683919
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159219
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653119
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199829
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885417
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65695
± (380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58223
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63433
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44831
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.957917
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.126374
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.314326
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.5177
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.738423
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.978756
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.24137
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.535801
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297208
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695754
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172567
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660355
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208073
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878687
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66955
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59314
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64729
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41458
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.964858
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.131885
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.320276
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.524144
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.745424
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.986387
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.249718
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.539887
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310028
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707671
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182375
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667928
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216619
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872154
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69324
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6044
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66072
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38241
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.971966
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.137515
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.326355
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.530728
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.752577
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.994186
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.258251
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.547991
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323112
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719696
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189313
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675728
ª (380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225481
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887657
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71727
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61728
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64662
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35181
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.979239
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.143845
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.332563
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.537451
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.759882
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.002151
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.266968
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.55757
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336449
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731827
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1965
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683806
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235704
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908216
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74148
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63164
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62056
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32278
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.986679
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.151824
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.338898
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.544315
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.767342
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.010282
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.275869
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.567353
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349989
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744106
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203902
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692167
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261955
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928988
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76593
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64644
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59591
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29525
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.994284
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.159983
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.34536
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.551315
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.77495
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.01858
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.284954
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015309
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363797
š (380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75643
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211551
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706082
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288592
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.949942
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79063
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6618
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57263
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26925
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.002055
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.16832
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.351951
(380.35, 10.13, 321.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.558456
