¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
×(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.64215
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.9213
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90654
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89509
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.569241
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798028
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047647
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321479
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.629
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9694
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346771
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.774034
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.247716
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.910456
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.39495
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05288
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8621
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88132
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28475
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83283
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76106
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.95241
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.91102
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.87312
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.83866
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.80761
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.77994
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.75562
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.73463
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.71695
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.70256
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.69144
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.550869
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.778019
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025779
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.297788
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60284
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.940371
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314011
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737226
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.205119
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.732995
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.342302
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00611
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80738
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8068
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15545
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67383
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56087
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.75182
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.71111
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.67385
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.63998
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.60949
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.58234
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.55849
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.53794
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.52065
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.50661
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.49581
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.532597
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758125
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00401
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27422
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.576828
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911019
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.281458
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.700672
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.16289
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.684759
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.436089
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.959687
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7531
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73302
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02832
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51775
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36478
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.55914
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.51908
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.48243
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.44913
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.41917
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.3925
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.36911
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.34897
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.33206
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.31836
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.30785
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514427
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738349
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982335
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.250782
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550966
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881621
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249118
€(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664377
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.121037
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.636917
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.218346
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.91361
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69927
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90321
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36455
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17286
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.37401
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.33458
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.29851
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.26576
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.2363
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.2101
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.18714
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.16739
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.15083
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.13745
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.12723
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.496362
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.718693
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960803
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227473
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.525261
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.852453
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216996
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628347
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.079558
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589563
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.164258
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04355
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64588
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58773
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78024
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21416
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98486
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.19613
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.15729
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.12178
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.08955
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.06057
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.03481
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.01226
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.99288
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.97667
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.96359
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.95364
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.478405
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.69916
ó(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.939415
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204302
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.499714
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823515
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.185096
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.592585
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.038458
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.542698
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.110772
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.786932
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59295
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51622
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6593
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06656
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80077
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.02518
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.98692
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.95193
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.92019
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.89168
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.86635
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.84418
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.82516
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.80927
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.79648
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.78679
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.460559
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.679752
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918176
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181269
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474332
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.794813
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.153421
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.556383
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.997741
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.496323
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.05788
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.725405
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75191
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44547
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54036
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92167
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62052
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.86089
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.82317
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.78869
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.75742
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.72934
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.70442
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.68263
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.66395
ç(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.64836
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.63584
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.62639
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.442824
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.660472
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897086
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158377
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449112
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766347
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.121977
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.520464
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.957408
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.450438
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.005588
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.664524
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44601
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37548
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42342
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7795
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44395
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.70299
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.66578
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.63178
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.60097
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.57331
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.54877
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.52734
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.50898
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.49368
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.48143
(342.34, 7.25, 370.00) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.47221
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.425204
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.641324
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.876149
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135631
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424065
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738122
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090766
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.484884
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.917462
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.405046
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.953891
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.604293
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37398
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28711
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30841
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63996
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27106
(342.34, 7.25, 370.00) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.55122
(342.34, 7.25, 370.00) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.5145
(342.34, 7.25, 370.00) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.48097
ë(342.34, 7.25, 370.00) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.45059
(342.34, 7.25, 370.00) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.42333
(342.34, 7.25, 370.00) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.39916
(342.34, 7.25, 370.00) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.37806
(342.34, 7.25, 370.00) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.36001
(342.34, 7.25, 370.00) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.34499
(342.34, 7.25, 370.00) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.33299
(342.34, 7.25, 370.00) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.32398
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.407702
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.622308
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.855367
