¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.449566
ò(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19662
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.62074
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.25882
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.93221
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.03964
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.39824
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.38147
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.37381
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.37013
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.40017
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.43578
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.47551
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.51941
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.616298
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902393
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216481
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572296
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.967228
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960303
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481432
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07297
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74602
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52175
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46598
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50106
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4411
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15507
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12823
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30919
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.53982
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.39649
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.97898
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.15194
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.4439
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.42615
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.41686
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.41318
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.44258
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.47914
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.51983
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.56471
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617139
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.903314
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.219479
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.576114
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971478
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967863
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489926
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07862
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75047
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52847
í(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47389
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.508
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44907
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21315
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22604
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43004
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.44416
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.54296
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.03665
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.30365
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.49377
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.47598
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.46408
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.47268
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.4999
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.52853
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.57137
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.61645
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617889
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.904134
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.222763
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.579772
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975543
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975219
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498192
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08799
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75809
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53471
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4812
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51511
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4572
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27508
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32582
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55338
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.38224
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.74454
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.20511
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.36489
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.5479
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.53007
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.52984
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.54902
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.57226
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.59956
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.63409
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.67779
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618552
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.904859
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22592
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.583263
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.979427
ø(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.421251
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506251
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09709
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76854
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53428
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48795
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52246
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46565
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36393
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42757
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67916
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33818
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.92928
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.38923
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.42803
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.61523
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.60961
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.61059
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.62996
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.6534
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.68093
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.71257
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.74837
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619126
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905977
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.228925
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.586589
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.983125
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.425502
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514104
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.106
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77864
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54049
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48493
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52995
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47426
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45443
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53136
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80744
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.46385
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.06111
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.63551
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.49309
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.78168
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.69382
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.696
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.71643
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.74106
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.76872
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.47849
(336.10, 7.48, 349.54) (344.48, 2.64, 312.71) (8.63, 3.51, 5.18) Truck 20.49201
®(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619609
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908193
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.231781
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.589747
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.986638
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.429536
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521683
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11459
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7885
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55053
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48096
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53771
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48316
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54214
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63715
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93834
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.59225
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.19586
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.88961
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.6374
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620003
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91028
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.234485
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.59274
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.989964
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.433353
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.93285
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12299
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79805
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56032
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47643
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53403
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49224
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58891
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71362
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.97736
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.72341
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.34779
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.15183
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12559
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620306
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91224
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237035
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.595562
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.99292
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.436948
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.936902
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13106
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80731
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56988
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4713
«(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52618
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50157
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63652
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7685
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85379
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.85739
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.51882
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.42249
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20032
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620522
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91429
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.239432
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.598213
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.995191
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.440324
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.940705
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.506073
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81623
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57923
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46556
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51828
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51113
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65941
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82436
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.73535
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.95501
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.69399
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.66077
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30439
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621898
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916327
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.241673
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.600695
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.997283
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.44348
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.944261
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.509742
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8249
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58838
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45922
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5103
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52094
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67336
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88121
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.65059
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.99427
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.87296
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.87012
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44716
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623328
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.918221
¦(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.243762
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603004
