¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ (431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11523
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.62407
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.63701
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.65282
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.67154
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.69392
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.73819
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.82356
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.91366
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.01353
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.333427
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.700508
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.107968
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.569324
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.084338
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.669463
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35018
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14945
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10741
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26714
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66661
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63507
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0752
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.93558
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.73781
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.72242
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.73109
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.7444
¦(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.7606
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.77973
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.80742
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.85343
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.94022
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.03098
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.12864
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.331411
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.698279
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105483
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.568099
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.081938
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.669336
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34956
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15086
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10954
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26574
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66891
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64161
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07581
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.07185
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.8501
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.83323
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.84254
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.85623
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.87285
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.89241
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.92556
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.98549
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.0701
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.15865
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.25187
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.329095
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695712
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.102626
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.566399
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.079069
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.668572
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34823
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15135
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11048
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26306
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66948
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44683
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0759
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.22152
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.97994
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.95259
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.95855
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.97265
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 14.98971
İ(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.01119
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.08558
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.1685
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.25533
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.35227
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.50595
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.326479
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.692815
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.099397
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564223
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.075733
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.667185
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34622
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15092
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11022
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25909
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66831
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44667
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07822
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16821
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.16778
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.14251
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.1638
(431.72, 13.70, 338.31) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 15.20484
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323564
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.689586
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.095802
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.561575
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.071935
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.665041
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34368
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14956
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10876
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25384
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66548
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44429
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07754
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15905
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.32035
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686028
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.091921
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.558455
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.067672
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.66209
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34097
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14728
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10612
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24732
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66145
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4397
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.71035
¢(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.14662
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.31684
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.68214
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.088725
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.554866
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.062949
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.65854
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33754
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14408
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10228
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23951
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.65565
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4329
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.704
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13087
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.313037
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.677928
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.085112
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.550331
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.057769
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.654395
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33339
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13996
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09725
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23044
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64809
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.42389
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.69479
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.65932
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308939
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.673388
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.081081
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.54533
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.052725
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.649655
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32853
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13493
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09104
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22011
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63877
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41268
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68274
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.63945
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304548
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.668527
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.07664
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.539928
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.048223
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.644323
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32296
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12855
 (431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08365
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20852
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.62771
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40151
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66786
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.61598
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.299872
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.663347
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.071789
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.534126
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.043183
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.638411
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31668
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12044
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07508
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19774
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.61487
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38883
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.65018
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.58895
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294904
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.657847
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.066526
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.527926
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.037601
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.631906
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3097
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11151
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06466
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1857
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.60033
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37375
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.62969
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.55919
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.289653
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.652031
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.060859
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.521335
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.031489
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.624826
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30202
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10177
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05183
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17228
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58408
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.35628
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.60643
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.52593
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.28412
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.645904
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.05479
¡(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.514352
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.024844
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.617167
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29364
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09122
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03801
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15746
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56615
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33644
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.58043
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.48908
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278304
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.639464
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.048317
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.506981
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.017673
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.608933
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28457
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07987
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02321
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14128
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54655
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31424
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55172
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.4487
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.27221
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.632717
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.041449
(431.72, 13.70, 338.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.499228
