¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(332.67, 7.11, 323.57) (321.09, 1.16, 305.58) (0.81, 2.16, 0.81) Human 8.429951
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75568
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60168
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39528
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01141
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74285
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44588
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06203
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.612774
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.785061
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.97173
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.174623
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.379049
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.593895
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827814
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083359
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308733
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541986
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776376
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959661
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154579
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362166
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58373
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820602
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113813
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914595
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48371
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42093
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6664
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81834
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68094
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48237
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13507
ƒ(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92259
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6266
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35041
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.615501
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.788021
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.974953
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.178106
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.386623
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.602113
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.836775
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093159
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312028
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545534
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79528
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979677
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175756
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384684
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60766
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846102
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182563
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00216
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49358
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52377
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72853
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89071
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7605
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57345
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30672
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10959
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81471
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73026
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.618279
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.79104
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.97821
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.181643
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.394394
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.610551
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.845959
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.099231
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315748
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549535
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802707
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000581
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197919
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408246
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632707
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872817
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253244
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091602
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50211
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62839
†(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79177
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96586
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84051
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66472
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48516
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3041
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04625
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12916
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.621133
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.794097
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.981534
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.185271
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.402351
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.619175
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855377
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103095
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31993
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554038
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80757
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022451
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221139
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432862
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658899
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900727
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325921
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182993
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52422
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73478
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82514
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01751
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92417
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75679
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63357
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50648
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42341
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51244
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.623998
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.797225
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.98491
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.188959
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410485
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.628014
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.864986
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107387
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324548
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559052
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812981
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045257
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245299
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458551
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686224
„(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933815
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400635
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276357
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61032
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84301
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85986
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0709
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01149
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8542
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76742
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66675
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81937
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87398
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.626951
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.800406
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.988369
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.19272
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.415658
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.637061
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874852
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112095
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329627
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564547
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818895
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069047
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270495
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485341
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714756
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002211
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477506
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371765
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69685
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95303
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.896
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12695
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10258
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97137
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90677
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83209
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09599
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19898
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.629958
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.803648
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.991906
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.196564
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.419829
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.646305
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884927
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117263
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33517
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570489
…(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825366
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093764
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296747
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513219
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744438
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072434
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556528
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469223
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78376
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06497
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93348
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18575
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19757
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0933
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05175
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04257
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33428
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39955
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.632998
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.806957
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.995479
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.200485
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.424076
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.655761
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.895228
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.122826
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341134
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576952
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832376
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109864
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324031
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542226
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775351
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144622
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63783
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.568844
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87103
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11213
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97241
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24733
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29649
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22005
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20261
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26153
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5825
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58708
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.6361
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.810303
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.999097
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.204429
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.428396
‚(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665411
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905761
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.128819
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347591
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583899
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839886
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118022
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352415
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572373
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807468
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218811
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721445
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670682
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95852
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14604
(332.47, 7.29, 324.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00185
