¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä (336.52, 7.34, 311.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.771545
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171955
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443226
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745728
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083303
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457965
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876117
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346581
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90626
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55324
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30375
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32456
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53266
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41112
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57629
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5747
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56694
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50533
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35981
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175428
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445296
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748529
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086383
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461395
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879928
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349944
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901642
†(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5475
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29705
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28829
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48346
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34907
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50774
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49767
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48142
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44239
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29516
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177233
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447242
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751146
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089306
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464629
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883562
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348907
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90182
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543481
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28986
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25133
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43268
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28544
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43868
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42087
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39694
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33585
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22181
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178935
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449123
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75363
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092025
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467689
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886992
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347649
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901609
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543256
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28675
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21372
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38034
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21841
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36917
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34437
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31352
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23153
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13021
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180522
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450868
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755914
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094597
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470559
†(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890186
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346207
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901012
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.542559
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28591
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2087
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31032
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14732
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29917
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2682
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23114
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1294
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04136
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182033
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452522
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758077
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096971
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473186
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890534
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344585
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900029
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541421
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28463
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20794
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19187
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04165
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22881
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19228
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14981
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02946
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95522
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183473
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454042
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760098
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099177
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475656
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888946
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342748
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898666
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539874
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28279
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20637
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10354
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77868
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17399
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11673
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06952
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9248
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85824
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184781
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455511
†(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761921
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101222
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477917
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887121
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340762
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896925
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537861
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28044
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20405
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01702
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52272
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63574
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02183
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98978
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81511
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75991
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18599
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456816
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763606
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103075
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479972
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885207
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338567
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89478
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535389
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2776
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20095
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93225
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27358
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23011
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92483
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90223
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69692
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47727
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79959
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187103
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458077
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765096
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10474
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478106
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883086
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336196
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892286
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532514
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27423
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19707
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84919
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03111
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84235
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82907
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81398
‡(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50469
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08312
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43938
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57715
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72126
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06416
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188148
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459178
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766455
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106248
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476042
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880848
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333644
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889418
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.529206
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27036
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18076
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76787
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79507
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47141
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73447
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72513
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31825
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70314
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0941
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22742
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36688
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51264
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66486
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82375
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189068
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460207
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767619
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107573
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47387
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878401
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330914
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886174
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525436
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26596
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10901
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68819
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56537
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11894
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6411
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63569
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13736
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33675
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76299
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89211
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02719
ƒ(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16843
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.316
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47007
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63079
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79843
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38765
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189895
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461105
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768684
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108089
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471561
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875804
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328034
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882521
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521265
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26112
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03866
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61012
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34172
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85665
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54889
(336.89, 7.22, 310.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54576
