¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™(411.24, 14.53, 245.38) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 17.56746
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.220174
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.895247
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66556
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54868
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57399
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7243
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12048
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78773
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.74316
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.10605
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.90625
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.340594
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.553475
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781538
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030359
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303306
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.601924
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.929513
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.296068
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.702344
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.158916
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.670385
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.245121
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.923021
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69922
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58893
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61896
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77608
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18186
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85877
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.82834
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.1867
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 21.238
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 21.1953
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 21.21949
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 21.28817
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.348034
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.561968
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.790788
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040469
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.314389
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614386
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943299
æ(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.311455
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719814
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.178679
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.692948
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.270239
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.951071
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73313
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62959
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6646
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82875
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24429
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.92763
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.91391
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.26968
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 20.96931
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 20.942
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 20.92997
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 20.9224
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 20.91936
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 20.92127
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 21.09307
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.355487
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.570504
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800086
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050632
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325525
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626931
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957179
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.326923
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737411
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.198575
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.715704
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.295526
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.979395
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76729
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67066
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71091
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88219
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30775
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.99622
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.00139
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.35502
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 21.03159
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 20.99396
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 20.97185
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 20.95448
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 20.94169
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 20.93493
(411.80, 14.58, 245.76) (381.38, 8.16, 260.59) (0.81, 2.16, 0.81) Human 21.11949
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.363031
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.579082
É(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809429
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.060847
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.336712
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639557
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971148
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.34247
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.755134
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218602
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.738648
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.320977
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00799
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8017
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71214
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7579
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93625
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37226
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.06624
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.09081
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.4438
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.33369
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.5037
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.40806
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.41804
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.43812
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.46281
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.370637
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.587698
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818816
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071112
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.347949
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.652261
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985209
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358097
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.77298
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.238753
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.761779
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.346591
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03686
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83635
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75402
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80558
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99122
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43783
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13772
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.17975
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.53763
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.44971
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.23086
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.17429
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.1876
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.2073
Â(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.23451
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.37827
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.596256
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.828247
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.081427
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359232
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665041
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999357
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373796
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.790944
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.259029
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.785093
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.372359
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.066
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87124
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79631
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85393
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04713
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50202
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21314
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.26341
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.63395
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.56062
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.03571
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 22.97698
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 22.97803
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 22.98661
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.04123
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.385927
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.604409
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.837719
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.091787
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.370562
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.677895
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013591
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38957
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.809027
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.279426
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.808589
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.398285
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0954
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90637
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83899
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90297
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10395
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56608
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29504
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.34905
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.73015
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.65742
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 22.98973
Ï(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 22.948
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 22.96259
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 22.98469
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.01133
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.393609
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.612569
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.84723
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.102193
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381935
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690823
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.027908
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405412
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.827224
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.299939
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.832261
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.424359
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12506
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94172
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88181
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9527
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16171
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63124
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37843
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.43668
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.82885
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.75083
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.43491
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.38631
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.36382
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.36938
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.38395
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.4031
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.401313
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.620734
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.856781
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112642
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.39335
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703821
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042306
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.421323
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.845534
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.320569
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.856112
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.450582
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15499
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9773
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92487
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00303
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22041
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69752
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.46333
Ñ(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.52932
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.92911
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.84333
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.89335
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.84138
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.8135
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.83903
(411.80, 14.58, 245.76) (379.85, 9.14, 266.44) (3.35, 3.26, 8.38) Truck 23.87333
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.409039
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.628904
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.866367
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123133
(411.80, 14.58, 245.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404803
