¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
°(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.530427
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647924
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754155
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856254
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958221
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064683
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175893
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292064
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413535
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540623
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673651
º(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813031
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959118
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112398
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273358
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442467
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656184
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327731
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455755
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553351
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655283
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752395
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849923
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951703
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057911
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168812
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284752
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405962
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532758
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665505
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804568
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950332
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103231
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263792
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43255
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98498
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291448
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463306
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561216
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653751
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747096
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844424
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945983
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052044
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162792
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278484
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399463
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526012
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658465
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797264
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942714
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095345
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255567
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423951
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601044
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283408
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448536
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560022
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649415
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742633
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839808
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94123
»(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047102
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157656
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27319
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393983
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520298
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652569
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791114
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936361
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088704
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248659
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416745
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593526
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088717
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305666
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440869
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540794
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634608
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729863
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829254
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933024
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041365
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153507
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268909
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389542
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515711
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647808
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786152
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931189
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083308
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243034
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410902
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587409
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773256
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320935
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415791
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514853
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61799
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712692
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811548
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914671
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022353
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134869
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252493
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375526
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504296
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639133
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780482
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927185
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079181
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238732
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406396
¹(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582731
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768353
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194235
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297576
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391638
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489822
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592366
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696479
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794734
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897298
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004394
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116254
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233195
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355498
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483506
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617577
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758021
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905353
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059961
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222412
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393179
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572906
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762234
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96038
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275069
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368341
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465689
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56737
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67363
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778889
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880873
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987408
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098701
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214986
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336604
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463882
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597151
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73683
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883282
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036958
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198427
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368162
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546782
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734922
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942741
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253418
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345922
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442477
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543281
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648655
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758805
µ(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86543
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971426
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082114
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19779
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318795
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445412
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577972
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716872
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862518
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015362
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175907
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344641
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522234
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709254
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981402
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232547
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324327
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420133
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520122
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624638
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733884
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848148
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956398
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06659
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181702
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30212
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428082
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559961
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698156
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84305
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995093
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154747
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322582
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499186
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707352
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021831
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361767
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212508
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303563
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398623
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497882
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601563
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709949
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82329
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941895
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052032
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16665
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286485
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41184
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543132
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680651
¸(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824843
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976117
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13504
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302014
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477684
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746628
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064072
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407324
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193228
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28362
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377995
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476507
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579396
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686948
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799408
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917112
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038499
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152602
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271922
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396762
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52743
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664344
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807886
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958488
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116629
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282816
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490526
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787657
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108171
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45483
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174757
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264549
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358198
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456005
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558187
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664928
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776577
(397.18, 11.81, 328.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89334
