¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¾ (380.90, 10.27, 321.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.310954
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42809
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12431
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44603
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86209
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31595
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80164
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32238
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71859
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02888
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24446
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46906
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70304
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94697
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20126
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.168959
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.358854
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.564356
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.787453
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030404
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301798
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60619
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952134
¶(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33776
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770329
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258752
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814552
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413338
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926632
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50554
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2127
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13697
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0737
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54112
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04173
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52872
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92808
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33583
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55947
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7925
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03536
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28854
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54193
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.16212
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.351468
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55636
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.778747
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027269
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301512
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605099
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950888
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336394
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768752
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256981
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812564
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450248
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994522
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58481
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30321
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12877
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29369
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77544
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29182
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73617
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14592
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57978
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88968
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1317
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38401
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63556
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89719
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.155337
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.344147
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.548426
¶(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776822
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027109
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301312
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604056
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949701
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335091
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767294
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255322
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81063
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448012
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.064
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66584
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39587
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23574
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52248
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01934
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55244
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95184
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37253
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81823
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23608
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48758
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73766
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99838
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25799
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.148678
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.336954
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.547407
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776707
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026995
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301186
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603021
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948581
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333801
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765831
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253704
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80878
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44588
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13507
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74873
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49075
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35221
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62309
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2734
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76771
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17607
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60837
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06657
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55923
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80071
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0299
·(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26852
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5171
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.142237
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.336599
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.547381
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776673
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026927
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301143
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602845
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94749
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332587
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764472
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252148
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807022
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443851
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18208
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83356
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5908
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4749
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47196
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53814
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98974
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40937
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86127
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35682
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77125
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03562
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28679
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53192
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78728
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.142238
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.336618
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.547384
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776691
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026924
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301163
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602867
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94642
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331413
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763189
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250667
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805319
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441888
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1798
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92028
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69924
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60085
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32416
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81283
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22884
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68284
º(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16506
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6781
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98169
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25215
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53432
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80658
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06911
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.142303
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.336678
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.547458
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776737
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027023
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301219
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602965
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945443
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330315
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761927
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249254
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803697
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440044
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17764
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01654
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81032
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73007
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17955
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96462
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5137
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98337
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48268
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93509
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20055
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47744
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76632
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06785
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36326
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.142388
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.336796
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.547559
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776871
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027162
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301412
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603149
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944512
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329246
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760712
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247898
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802164
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438217
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17867
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09871
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9242
·(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87671
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03803
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93229
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81112
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29744
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81486
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1564
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42831
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7119
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00783
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31687
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63962
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.142565
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.336953
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.54775
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.777059
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027363
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301632
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603383
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94361
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328232
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759599
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246592
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800673
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436554
(380.82, 10.10, 321.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19875
