¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(330.84, 6.36, 315.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.598463
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.539
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7936
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06101
ÿ(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2286
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34391
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4639
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58885
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7188
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85407
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99477
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13987
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28971
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44561
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6078
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03571
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26138
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49681
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302811
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724894
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036063
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404345
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.807343
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3468
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07324
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01261
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85117
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0536
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26519
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48636
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72292
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98735
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17522
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28956
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40857
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53244
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66132
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7947
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93192
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07469
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22322
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37773
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53845
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9096
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30154
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53813
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318551
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729623
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041162
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4021
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80493
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35368
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08117
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91902
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80591
…(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00678
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21666
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43608
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6656
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91651
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12472
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23813
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35617
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47886
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60452
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73527
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87135
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01288
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16015
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31332
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47269
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77592
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29606
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58295
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33391
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734545
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046461
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399987
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802579
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35992
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1018
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82572
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7627
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96204
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17034
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38806
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61581
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85419
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07699
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18954
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30489
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42464
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5493
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67902
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81397
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95437
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10044
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25235
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41045
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64749
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15906
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63138
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348852
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739724
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052046
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397982
†(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800415
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36548
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2313
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73273
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72148
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91938
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12615
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34231
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56837
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80496
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02391
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14044
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25462
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37345
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49713
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62584
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75977
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89908
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04405
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19479
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35164
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52413
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02758
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56808
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3634
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74509
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057849
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396106
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798379
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37044
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33437
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73254
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68225
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87881
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08411
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29874
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52321
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74849
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91818
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06827
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20567
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32516
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44795
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57571
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70864
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84694
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99085
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14054
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29623
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45823
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90136
‡(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43328
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377521
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750717
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06388
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402211
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79645
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37473
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36119
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76135
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57316
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84021
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04421
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25736
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48031
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64749
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81445
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98219
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11775
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25878
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40167
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52859
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66059
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79793
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94086
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08951
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24416
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40504
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78026
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30403
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391243
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756537
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.070174
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409005
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79465
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40178
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38882
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79109
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46398
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80365
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00634
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21815
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39226
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55012
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71448
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88562
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03336
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17254
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31734
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46795
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61554
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75202
ƒ(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.894
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04167
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19535
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35519
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66415
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18017
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404538
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762565
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076669
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416044
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792936
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50618
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41728
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82173
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35547
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76904
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97052
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15143
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30086
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45633
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6182
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78672
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95236
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08982
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2328
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38151
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5363
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69729
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85023
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99706
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14973
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30862
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55284
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0614
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417394
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768843
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083437
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423362
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791706
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61046
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44658
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85328
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29242
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73642
(331.36, 6.37, 314.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9241
