¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.25102
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551731
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824096
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112901
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426569
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770729
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149994
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566089
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060678
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611022
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2337
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88639
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62153
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.70803
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.67663
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.64767
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.62111
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.59692
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.57509
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.55559
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.5384
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066156
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29649
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546315
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818062
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104279
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417091
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760326
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138549
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561987
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049949
ñ(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598865
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21554
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86755
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60002
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.49748
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.46677
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.43846
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.4125
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.38888
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.36756
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.34853
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.33178
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.4311
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.41262
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.39777
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.38656
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.37901
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.51276
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061643
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291574
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540978
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810277
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095783
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407818
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750132
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127273
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552544
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.039355
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586918
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19769
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84914
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57898
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.29655
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.2665
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.2388
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.21341
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.19032
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.16949
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.15091
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.13456
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.29151
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.27825
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.26844
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.26205
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.25912
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.33685
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057147
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286717
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535687
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802583
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087432
è(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398665
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740097
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116158
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543225
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02889
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575108
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18013
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83116
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.13642
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.10466
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.07524
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.04811
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.02327
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.00068
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.98032
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.96216
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.9462
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.32817
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.31809
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.31144
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.30826
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.30857
(406.64, 14.27, 246.41) (373.54, 8.24, 253.78) (0.81, 2.16, 0.81) Human 17.4016
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.052714
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281912
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530466
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79506
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07919
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389653
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730167
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105252
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534026
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018602
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563484
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16292
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81359
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.95241
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.92129
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.89245
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.86589
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.84156
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.81944
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.79952
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.78177
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.76617
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048315
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277152
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525313
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787619
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071118
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380797
Ú(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720465
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09452
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524945
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008425
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552046
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14598
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79642
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.99711
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.97222
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.94957
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.92914
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.91092
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.89487
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.88098
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.86925
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.85966
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044031
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272528
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520274
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780316
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063166
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372128
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710888
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084176
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516021
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998434
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540766
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12933
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77967
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.13509
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.10988
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.08695
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.06626
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.04781
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.03156
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.0175
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.00562
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.99591
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.656688
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267908
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513902
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773142
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055337
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363571
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701521
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07627
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507193
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988587
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52965
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11304
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76333
İ(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50025
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.25326
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.23004
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.20908
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.19039
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.17393
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.15968
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.14765
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.13782
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.652764
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26338
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507424
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766142
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04768
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355159
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692295
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068514
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498562
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978865
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518061
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09703
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74741
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48657
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.40264
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.37911
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.35787
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.33893
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.32225
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.30782
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.29563
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.28566
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.648899
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.861588
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501046
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759226
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040132
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346934
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683259
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060817
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490017
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969301
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504115
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0813
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73188
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47326
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.55833
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.53447
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.51295
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.49374
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.47683
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.46221
Ç(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.44985
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.43974
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.645092
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.856829
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.082969
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752422
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032741
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338869
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674375
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053296
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481625
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959919
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490486
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06593
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71681
(406.64, 14.27, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4603
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.72065
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.69645
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.67462
(406.64, 14.27, 246.41) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 11.65515
