¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(379.16, 15.97, 292.46) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.684371
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.17272
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.14129
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.54809
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.32383
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.70164
(379.10, 15.99, 291.26) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 15.46657
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009432
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328222
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675519
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052497
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47831
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.970985
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51156
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10585
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78158
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59629
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51556
(379.10, 15.99, 291.26) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 12.41502
(379.10, 15.99, 291.26) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 12.42862
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.23369
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.20208
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.60231
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.3371
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.70953
è(379.10, 15.99, 291.26) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 15.50208
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015293
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334621
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684607
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062522
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490465
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98468
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518434
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11363
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79049
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.33161
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.28308
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.4227
(379.10, 15.99, 291.26) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 12.53159
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.36142
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.2659
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.23777
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.35301
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.32436
(379.10, 15.99, 291.26) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 15.5407
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020969
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340895
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692912
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072437
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502395
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996958
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525084
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12113
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79905
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.15144
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.10389
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.05889
(379.10, 15.99, 291.26) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 12.68801
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.44055
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.33281
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.30338
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.37159
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.34289
(379.10, 15.99, 291.26) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 15.58249
(379.10, 15.99, 291.26) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 16.96516
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026526
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346967
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699627
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082186
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514064
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002642
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531453
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1284
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80735
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.87901
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.20845
ú(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.17578
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.71784
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.52334
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.4029
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.37327
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.39284
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.36408
(379.10, 15.99, 291.26) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 15.22134
(379.10, 15.99, 291.26) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 17.05352
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031908
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352903
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706171
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091795
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525501
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008095
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537609
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13538
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.76329
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.98768
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.01852
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.32339
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.85593
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.6099
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.47625
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.44642
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.41679
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.38797
(379.10, 15.99, 291.26) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 15.27143
(379.10, 15.99, 291.26) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 17.15272
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037157
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358644
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712505
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101212
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536654
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013343
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543513
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14206
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.64843
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.61303
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.15038
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.47721
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.9995
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.70034
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.55293
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.5229
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.95075
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.41457
(379.10, 15.99, 291.26) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 15.32486
(379.10, 15.99, 291.26) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 16.8162
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042196
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364215
ì(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718654
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1105
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545076
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018387
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549171
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14848
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.79724
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.76134
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.28746
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.63758
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.60599
(379.10, 15.99, 291.26) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 13.34829
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.63306
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.6028
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 13.02351
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.44392
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.84298
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047128
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369599
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72462
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117235
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549346
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023191
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554605
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15462
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83729
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.91601
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.88421
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.51469
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.77277
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 12.34899
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.78267
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.68623
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 13.09955
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.47604
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.86957
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051893
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374857
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730385
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123628
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55343
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027775
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559733
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16047
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84401
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.07739
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.04281
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.61664
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.94678
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 12.51219
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.884
î(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.77329
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.74519
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.51096
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.89891
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056456
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37989
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735973
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129795
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55735
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032141
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564664
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16603
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84343
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.24583
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.21072
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.77241
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 12.12842
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 12.68209
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.98967
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.86408
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.83575
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.54872
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.93102
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060895
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384742
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741344
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134815
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561026
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036252
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569315
(379.10, 15.99, 291.26) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.07588
(379.10, 15.99, 291.26) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.02992
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.42174
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.38607
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.93458
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 12.3181
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 12.2871
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 13.09984
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.95872
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.93016
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.58936
(379.10, 15.99, 291.26) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.56277
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065173
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389471
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7465
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137955
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56452
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040165
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573706
(379.10, 15.99, 291.26) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.951149
(379.10, 15.99, 291.26) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.11989
„ (379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53372
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.56928
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.53549
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 12.14919
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 12.48478
(379.10, 15.99, 291.26) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 13.09815
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 13.05734
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 13.02853
(379.10, 15.99, 291.26) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 13.47822
(379.10, 15.99, 291.26) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 14.79588
(379.10, 15.99, 291.26) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 24.91609
(379.10, 15.99, 291.26) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 24.8688
(379.10, 15.99, 291.26) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 24.88555
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069248
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393938
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751501
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140892
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567808
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043842
(379.10, 15.99, 291.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577837
(379.10, 15.99, 291.26) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.831388
(379.10, 15.99, 291.26) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.26415
(379.10, 15.99, 291.26) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.29749
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.76082
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.72646
(379.10, 15.99, 291.26) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 12.32696
