¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(435.77, 13.89, 293.10) (443.03, 8.20, 276.69) (0.81, 2.16, 0.81) Human 2.494246
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519732
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754107
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015749
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310303
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632225
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985437
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374638
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824205
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355791
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957556
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53337
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13685
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88524
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74649
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87237
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97559
Ğ(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.85597
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.83232
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.81182
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.79445
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.78019
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.76902
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.76095
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.75595
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.75402
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.75517
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.76546
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296977
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516387
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750526
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003482
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296173
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616777
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968472
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355898
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809327
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338996
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938513
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56846
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19655
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95669
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8385
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16712
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32032
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.70601
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.68258
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.66228
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.64507
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.63095
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.6199
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.6119
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.60695
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.60504
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.60618
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.61639
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296214
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513217
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747087
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999766
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282244
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601544
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951694
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337416
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794544
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322319
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919533
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60073
Ò(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26114
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03785
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93227
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47533
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.58817
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.56185
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.53865
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.51853
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.50149
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.4875
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.47655
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.46863
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.46373
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.46184
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.46298
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.47309
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293386
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510181
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743829
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996248
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269832
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586461
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935154
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319148
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779803
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305721
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900705
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59149
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33325
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12043
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11787
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79795
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.44938
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.4233
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.4003
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.38037
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.36349
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.34962
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.33877
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.33092
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.32607
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.32421
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.32533
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.33536
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290736
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507325
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740725
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992919
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266188
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571611
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918839
Ê(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301174
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765185
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28923
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888462
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60217
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40657
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20454
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37815
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17459
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.316
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.29014
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.26735
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.2476
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.23086
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.21712
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.20637
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.19859
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.19378
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.19194
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.19305
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.203
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288243
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504631
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737828
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989784
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262752
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55948
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902744
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285646
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750639
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27455
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894492
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6178
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48116
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29024
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64764
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.21652
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.18783
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.1622
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.1396
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12002
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.10342
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.0898
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.07914
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.07143
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.06667
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.06484
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.06595
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.07582
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285875
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502071
Ğ(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735068
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986801
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259549
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555998
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886862
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272739
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736155
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279837
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900524
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63323
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5445
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37746
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92677
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.09317
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.06471
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.03929
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.01688
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.99745
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.981
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.96749
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.95692
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94928
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94455
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94274
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94385
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.95364
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28363
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499703
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732527
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984033
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256554
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552715
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875705
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259882
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738637
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285089
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906464
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64851
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56252
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46624
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18335
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.97469
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94646
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.92124
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.89901
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.87974
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.86342
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.85002
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.83953
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.83195
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.82727
Î(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.82548
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.82658
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.83057
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281565
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497481
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730139
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981454
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253722
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549659
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872382
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258547
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743225
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290295
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912428
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66355
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58032
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65832
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44589
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.86094
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.83293
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.8079
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.78584
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.76672
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.75052
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.73722
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.72682
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.7193
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.71466
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.71288
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.71397
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.71794
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279664
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4954
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727887
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979038
